Rxn name	Formula	Gene-reaction association	LB	UB	Objective
BIOMASS_Ec_iML1515_core_75p37M	0.000223 10-Formyltetrahydrofolate[c] + 2.6e-05 [2Fe-2S] iron-sulfur cluster[c] + 0.000223 2-Octaprenyl-6-hydroxyphenol[c] + 0.00026 [4Fe-4S] iron-sulfur cluster[c] + 0.51369 L-Alanine[c] + 0.000223 S-Adenosyl-L-methionine[c] + 0.29579 L-Arginine[c] + 0.24105 L-Asparagine[c] + 0.24105 L-Aspartate[c] + 75.5522 ATP C10H12N5O13P3[c] + 2e-06 Biotin[c] + 0.005205 Calcium[c] + 0.005205 Chloride[c] + 0.000576 Coenzyme A[c] + 2.5e-05 Co2+[c] + 0.13351 CTP C9H12N3O14P3[c] + 0.000709 Copper[c] + 0.09158 L-Cysteine[c] + 0.026166 DATP C10H12N5O12P3[c] + 0.027017 DCTP C9H12N3O13P3[c] + 0.027017 DGTP C10H12N5O13P3[c] + 0.026166 DTTP C10H13N2O14P3[c] + 0.000223 Flavin adenine dinucleotide oxidized[c] + 0.006715 Fe2+ mitochondria[c] + 0.007808 Iron (Fe3+)[c] + 0.26316 L-Glutamine[c] + 0.26316 L-Glutamate[c] + 0.61264 Glycine[c] + 0.2151 GTP C10H12N5O14P3[c] + 70.0288 H2O H2O[c] + 0.094738 L-Histidine[c] + 0.29053 L-Isoleucine[c] + 0.19519 Potassium[c] + 0.019456 KDO(2)-lipid IV(A)[e] + 0.45053 L-Leucine[c] + 0.34316 L-Lysine[c] + 0.15369 L-Methionine[c] + 0.008675 Magnesium[c] + 0.000223 5,10-Methylenetetrahydrofolate[c] + 0.000691 Manganese[c] + 7e-06 Molybdate[c] + 0.013894 Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)[p] + 0.001831 Nicotinamide adenine dinucleotide[c] + 0.000447 Nicotinamide adenine dinucleotide phosphate[c] + 0.013013 Ammonium[c] + 0.000323 Nickel[c] + 0.063814 Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)[p] + 0.075214 Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[p] + 0.18527 L-Phenylalanine[c] + 0.000223 Protoheme C34H30FeN4O4[c] + 0.22106 L-Proline[c] + 0.000223 Pyridoxal 5'-phosphate[c] + 0.000223 Riboflavin C17H20N4O6[c] + 0.21579 L-Serine[c] + 0.000223 Siroheme C42H36FeN4O16[c] + 0.004338 Sulfate[c] + 9.8e-05 Succinyl-CoA[c] + 0.000223 5,6,7,8-Tetrahydrofolate[c] + 0.000223 Thiamine diphosphate[c] + 0.25369 L-Threonine[c] + 0.056843 L-Tryptophan[c] + 0.1379 L-Tyrosine[c] + 5.5e-05 Undecaprenyl diphosphate[c] + 0.1441 UTP C9H11N2O15P3[c] + 0.42316 L-Valine[c] + 0.000341 Zinc[c] => 75.3772 ADP C10H12N5O10P2[c] + 75.3772 H+[c] + 75.3732 Phosphate[c] + 0.7739 Diphosphate[c] 		  0.00	1000.00	  1.00
BMOCOS	Molybdenum cofactor[c] + Adenylated molybdopterin[c] => AMP C10H12N5O7P[c] + Bis-molybdenum cofactor[c] + Copper[c] 	b0827	  0.00	1000.00	  0.00
BMOGDS1	Bis-molybdenum cofactor[c] + GTP C10H12N5O14P3[c] + H+[c] => Bis-molybdopterin mono-guanine dinucleotide[c] + Diphosphate[c] 	b3857 or (b3857 and b3856)	  0.00	1000.00	  0.00
BMOGDS2	Bis-molybdopterin mono-guanine dinucleotide[c] + GTP C10H12N5O14P3[c] + H+[c] => Bis-molybdopterin guanine dinucleotide[c] + Diphosphate[c] 	(b3857 and b3856) or b3857	  0.00	1000.00	  0.00
BPNT	H2O H2O[c] + Adenosine 3',5'-bisphosphate[c] => AMP C10H12N5O7P[c] + Phosphate[c] 	b4214	  0.00	1000.00	  0.00
BSORx	D-biotin d-sulfoxide[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] => Biotin[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide[c] 	b3551	  0.00	1000.00	  0.00
BSORy	D-biotin d-sulfoxide[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => Biotin[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide phosphate[c] 	b3551	  0.00	1000.00	  0.00
BTNt2ipp	Biotin[p] + H+[p] => Biotin[c] + H+[c] 		  0.00	1000.00	  0.00
BTNtex	Biotin[e] <=> Biotin[p] 	b2215 or b1377 or b0241 or b0929	-1000.00	1000.00	  0.00
BTS5	[2Fe-2S] iron-sulfur cluster[c] + S-Adenosyl-L-methionine[c] + Dethiobiotin[c] => [2Fe-1S] desulfurated iron-sulfur cluster[c] + Biotin[c] + 5'-Deoxyadenosine[c] + H+[c] + L-Methionine[c] 	b0775	  0.00	1000.00	  0.00
BUTCT	Acetyl-CoA[c] + Butyrate (n-C4:0)[c] => Acetate[c] + Butanoyl-CoA[c] 	b2222 and b2221	  0.00	1000.00	  0.00
BUTSO3abcpp	ATP C10H12N5O13P3[c] + Butanesulfonate[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Butanesulfonate[c] + H+[c] + Phosphate[c] 	(b0934 and b0933 and b0936) or (b0366 and b0365 and b0367)	  0.00	1000.00	  0.00
BUTSO3tex	Butanesulfonate[e] <=> Butanesulfonate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
BUTt2rpp	Butyrate (n-C4:0)[p] + H+[p] <=> Butyrate (n-C4:0)[c] + H+[c] 	b2223	-1000.00	1000.00	  0.00
BUTtex	Butyrate (n-C4:0)[e] <=> Butyrate (n-C4:0)[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
BWCOGDS1	Tungsten bispterin cofactor[c] + GTP C10H12N5O14P3[c] + H+[c] => Tungsten bispterin cofactor mono-guanine dinucleotide[c] + Diphosphate[c] 	(b3857 and b3856) or b3857	  0.00	1000.00	  0.00
BWCOGDS2	Tungsten bispterin cofactor mono-guanine dinucleotide[c] + GTP C10H12N5O14P3[c] + H+[c] => Tungsten bispterin cofactor guanine dinucleotide[c] + Diphosphate[c] 	(b3857 and b3856) or b3857	  0.00	1000.00	  0.00
BWCOS	Adenylated molybdopterin[c] + Tungsten binding cofactor[c] => AMP C10H12N5O7P[c] + Tungsten bispterin cofactor[c] + Copper[c] 	b0827	  0.00	1000.00	  0.00
CA2t3pp	Calcium[c] + H+[p] => Calcium[p] + H+[c] 	b1216	  0.00	1000.00	  0.00
CA2tex	Calcium[e] <=> Calcium[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CADVtpp	1,5-Diaminopentane[c] + H+[p] + L-Lysine[p] => 1,5-Diaminopentane[p] + H+[c] + L-Lysine[c] 	b4132	  0.00	1000.00	  0.00
CAT	2 Hydrogen peroxide[c] => 2 H2O H2O[c] + O2 O2[c] 	b1732 or b3942	  0.00	1000.00	  0.00
CAt6pp	Calcium[c] + Sodium[p] <=> Calcium[p] + Sodium[c] 	b3196	-1000.00	1000.00	  0.00
CBIAT	ATP C10H12N5O13P3[c] + Cobinamide[c] + H+[c] <=> Adenosyl cobinamide[c] + Inorganic triphosphate[c] 	b1270	-1000.00	1000.00	  0.00
CBItonex	Cobinamide[e] + H+[p] => Cobinamide[p] + H+[c] 	(b1252 and b3005 and b3006) and b3966	  0.00	1000.00	  0.00
CBIuabcpp	ATP C10H12N5O13P3[c] + Cobinamide[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Cobinamide[c] + H+[c] + Phosphate[c] 	b1711 and b0158 and b1709	  0.00	1000.00	  0.00
CBL1abcpp	ATP C10H12N5O13P3[c] + Cob(I)alamin[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Cob(I)alamin[c] + H+[c] + Phosphate[c] 	b1709 and b0158 and b1711	  0.00	1000.00	  0.00
CBL1tonex	Cob(I)alamin[e] + H+[p] => Cob(I)alamin[p] + H+[c] 	(b1252 and b3005 and b3006) and b3966	  0.00	1000.00	  0.00
CBLAT	ATP C10H12N5O13P3[c] + Cob(I)alamin[c] + H+[c] <=> Adenosylcobalamin[c] + Inorganic triphosphate[c] 	b1270	-1000.00	1000.00	  0.00
CBMD	Carbamate[c] + 2 H+[c] => CO2 CO2[c] + Ammonium[c] 	s0001	  0.00	1000.00	  0.00
CBMKr	ATP C10H12N5O13P3[c] + CO2 CO2[c] + Ammonium[c] <=> ADP C10H12N5O10P2[c] + Carbamoyl phosphate[c] + 2 H+[c] 	b0521	-1000.00	1000.00	  0.00
CBPS	2 ATP C10H12N5O13P3[c] + L-Glutamine[c] + H2O H2O[c] + Bicarbonate[c] => 2 ADP C10H12N5O10P2[c] + Carbamoyl phosphate[c] + L-Glutamate[c] + 2 H+[c] + Phosphate[c] 	b0032 and b0033	  0.00	1000.00	  0.00
CCGS	ATP C10H12N5O13P3[c] + 7-deaza-7-carboxyguanine[c] + Ammonium[c] => ADP C10H12N5O10P2[c] + H2O H2O[c] + H+[c] + Phosphate[c] + 7-cyano-7-carbaguanine[c] 	b0444	  0.00	1000.00	  0.00
CD2abcpp	ATP C10H12N5O13P3[c] + Cadmium[c] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Cadmium[p] + H+[c] + Phosphate[c] 	b3469	  0.00	1000.00	  0.00
CD2t3pp	Cadmium[c] + H+[p] => Cadmium[p] + H+[c] 	b3915 or b0752	  0.00	1000.00	  0.00
CD2tex	Cadmium[e] <=> Cadmium[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CD2tpp	Cadmium[p] => Cadmium[c] 	b3040	  0.00	1000.00	  0.00
CDAPPA120	CDP-1,2-didodecanoylglycerol[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + 2 H+[c] + 1,2-didodecanoyl-sn-glycerol 3-phosphate[c] 	b3918	  0.00	1000.00	  0.00
CDAPPA140	CDP-1,2-ditetradecanoylglycerol[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + 2 H+[c] + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[c] 	b3918	  0.00	1000.00	  0.00
CDAPPA141	CDP-1,2-ditetradec-7-enoylglycerol[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + 2 H+[c] + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[c] 	b3918	  0.00	1000.00	  0.00
CDAPPA160	CDP-1,2-dihexadecanoylglycerol[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + 2 H+[c] + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate[c] 	b3918	  0.00	1000.00	  0.00
CDAPPA161	CDP-1,2-dihexadec-9-enoylglycerol[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + 2 H+[c] + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[c] 	b3918	  0.00	1000.00	  0.00
CDAPPA180	CDP-1,2-dioctadecanoylglycerol[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + 2 H+[c] + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate[c] 	b3918	  0.00	1000.00	  0.00
CDAPPA181	CDP-1,2-dioctadec-11-enoylglycerol[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + 2 H+[c] + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[c] 	b3918	  0.00	1000.00	  0.00
CDGR	3 H+[c] + 2 Nicotinamide adenine dinucleotide phosphate - reduced[c] + 7-cyano-7-carbaguanine[c] => 2 Nicotinamide adenine dinucleotide phosphate[c] + 7-aminomethyl-7-deazaguanine[c] 	b2794	  0.00	1000.00	  0.00
CDGS	6-carboxy-5,6,7,8-tetrahydropterin[c] + H+[c] => 7-deaza-7-carboxyguanine[c] + Ammonium[c] 		  0.00	1000.00	  0.00
CDGUNPD	Cyclic diguanosine monophosphate[c] + H2O H2O[c] => 5-Phosphoguanylyl(3->5)guanosine[c] + H+[c] 	b2503 or b1489 or b3525 or b1285 or b0315	  0.00	1000.00	  0.00
CDPMEK	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol[c] + ATP C10H12N5O13P3[c] => 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol[c] + ADP C10H12N5O10P2[c] + H+[c] 	b1208	  0.00	1000.00	  0.00
CDPPH	CDP C9H12N3O11P2[c] + H2O H2O[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphate[c] 	b3614	  0.00	1000.00	  0.00
CELBpts	Cellobiose[e] + Phosphoenolpyruvate[c] => 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose[c] + Pyruvate[c] 	(b2715 and b2416 and b2415) or (b2416 and (b1738 and b1737 and b1736) and b2415)	  0.00	1000.00	  0.00
CFAS160E	2 S-Adenosyl-L-methionine[c] + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[c] => 2 S-Adenosyl-L-homocysteine[c] + Cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)[c] + 2 H+[c] 	b1661	  0.00	1000.00	  0.00
CFAS160G	2 S-Adenosyl-L-methionine[c] + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[c] => 2 S-Adenosyl-L-homocysteine[c] + Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)[c] + 2 H+[c] 	b1661	  0.00	1000.00	  0.00
CFAS180E	2 S-Adenosyl-L-methionine[c] + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)[c] => 2 S-Adenosyl-L-homocysteine[c] + Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)[c] + 2 H+[c] 	b1661	  0.00	1000.00	  0.00
CFAS180G	2 S-Adenosyl-L-methionine[c] + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[c] => 2 S-Adenosyl-L-homocysteine[c] + Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)[c] + 2 H+[c] 	b1661	  0.00	1000.00	  0.00
CGLYabcpp	ATP C10H12N5O13P3[c] + Cys Gly C5H10N2O3S[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Cys Gly C5H10N2O3S[c] + H+[c] + Phosphate[c] 	b3544 and b3542 and b3543 and b3540 and b3541	  0.00	1000.00	  0.00
CGLYtex	Cys Gly C5H10N2O3S[e] <=> Cys Gly C5H10N2O3S[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CH4t2pp	Methane[c] => Methane[p] 		  0.00	1000.00	  0.00
CH4tex	Methane[e] <=> Methane[p] 		-1000.00	1000.00	  0.00
CHLabcpp	ATP C10H12N5O13P3[c] + Choline C5H14NO[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Choline C5H14NO[c] + H+[c] + Phosphate[c] 	b2129 and b2128 and b2131 and b2130	  0.00	1000.00	  0.00
CHLt2pp	Choline C5H14NO[p] + H+[p] => Choline C5H14NO[c] + H+[c] 	b0314 or b1801	  0.00	1000.00	  0.00
CHLt3pp	Choline C5H14NO[c] + H+[p] => Choline C5H14NO[p] + H+[c] 	b0543	  0.00	1000.00	  0.00
CHLtex	Choline C5H14NO[e] <=> Choline C5H14NO[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CHOLATEtpp	Cholate c[c] + H+[p] => Cholate c[p] + H+[c] 	b4337	  0.00	1000.00	  0.00
CHOLD	Choline C5H14NO[c] + Nicotinamide adenine dinucleotide[c] => Betaine aldehyde[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	b0311	  0.00	1000.00	  0.00
CHOLID	Cholate c[c] + Nicotinamide adenine dinucleotide[c] => 3?,12?-dihydroxy-7-oxo-5?-cholan-24-oate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	b1619	  0.00	1000.00	  0.00
CHORM	Chorismate[c] => Prephenate[c] 	b2599 or b2600	  0.00	1000.00	  0.00
CHORS	5-O-(1-Carboxyvinyl)-3-phosphoshikimate[c] => Chorismate[c] + Phosphate[c] 	b2329	  0.00	1000.00	  0.00
CHRPL	Chorismate[c] => 4-Hydroxybenzoate[c] + Pyruvate[c] 	b4039 or b1096	  0.00	1000.00	  0.00
CHTBSptspp	N,N'-diacetylchitobiose[p] + Phosphoenolpyruvate[c] => Diacetylchitobiose-6-phosphate[c] + Pyruvate[c] 	(b1738 and b1737 and b1736) and b2415 and b2416	  0.00	1000.00	  0.00
CHTBStex	N,N'-diacetylchitobiose[e] <=> N,N'-diacetylchitobiose[p] 	b2215 or b0929 or b1377 or b0241 or b0681	-1000.00	1000.00	  0.00
CINNDO	Trans-Cinnamate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + O2 O2[c] => Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol[c] + Nicotinamide adenine dinucleotide[c] 	b2542 and b2538 and b2540 and b2539	  0.00	1000.00	  0.00
CITL	Citrate[c] => Acetate[c] + Oxaloacetate[c] 	b0614 and (b0617 and b0616 and b0615)	  0.00	1000.00	  0.00
CITt3pp	Citrate[c] + H+[p] => Citrate[p] + H+[c] 		  0.00	1000.00	  0.00
CITt7pp	Citrate[p] + Succinate[c] => Citrate[c] + Succinate[p] 	b0612	  0.00	1000.00	  0.00
CITtex	Citrate[e] <=> Citrate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CLBtex	Cellobiose[e] <=> Cellobiose[p] 	b0241 or b1377 or b0929 or b2215	-1000.00	1000.00	  0.00
CLIPAabctex	ATP C10H12N5O13P3[c] + H2O H2O[c] + Cold adapted KDO(2)-lipid (A)[p] => ADP C10H12N5O10P2[c] + H+[c] + Cold adapted KDO(2)-lipid (A)[e] + Phosphate[c] 	b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641	  0.00	1000.00	  0.00
CLPNH120pp	Cardiolipin (tetradodecanoyl, n-C12:0)[p] + H2O H2O[p] => H+[p] + 1,2-didodecanoyl-sn-glycerol 3-phosphate[p] + Phosphatidylglycerol (didodecanoyl, n-C12:0)[p] 		  0.00	1000.00	  0.00
CLPNH140pp	Cardiolipin (tetratetradecanoyl, n-C14:0)[p] + H2O H2O[p] => H+[p] + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[p] + Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[p] 		  0.00	1000.00	  0.00
CLPNH141pp	Cardiolipin (tetratetradec-7-enoyl, n-C14:1)[p] + H2O H2O[p] => H+[p] + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[p] + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[p] 		  0.00	1000.00	  0.00
CLPNH160pp	Cardiolipin (tetrahexadecanoyl, n-C16:0)[p] + H2O H2O[p] => H+[p] + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate[p] + Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[p] 		  0.00	1000.00	  0.00
CLPNH161pp	Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)[p] + H2O H2O[p] => H+[p] + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[p] + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[p] 		  0.00	1000.00	  0.00
CLPNH180pp	Cardiolipin (tetraoctadecanoyl, n-C18:0)[p] + H2O H2O[p] => H+[p] + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate[p] + Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[p] 		  0.00	1000.00	  0.00
CLPNH181pp	Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)[p] + H2O H2O[p] => H+[p] + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[p] + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[p] 		  0.00	1000.00	  0.00
CLPNS120pp	2 Phosphatidylglycerol (didodecanoyl, n-C12:0)[p] <=> Cardiolipin (tetradodecanoyl, n-C12:0)[p] + Glycerol[p] 	b0789 or b1249	-1000.00	1000.00	  0.00
CLPNS140pp	2 Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[p] <=> Cardiolipin (tetratetradecanoyl, n-C14:0)[p] + Glycerol[p] 	b1249 or b0789	-1000.00	1000.00	  0.00
CLPNS141pp	2 Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[p] <=> Cardiolipin (tetratetradec-7-enoyl, n-C14:1)[p] + Glycerol[p] 	b1249 or b0789	-1000.00	1000.00	  0.00
CLPNS160pp	2 Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[p] <=> Cardiolipin (tetrahexadecanoyl, n-C16:0)[p] + Glycerol[p] 	b0789 or b1249	-1000.00	1000.00	  0.00
CLPNS161pp	2 Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[p] <=> Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)[p] + Glycerol[p] 	b1249 or b0789	-1000.00	1000.00	  0.00
CLPNS180pp	2 Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[p] <=> Cardiolipin (tetraoctadecanoyl, n-C18:0)[p] + Glycerol[p] 	b1249 or b0789	-1000.00	1000.00	  0.00
CLPNS181pp	2 Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[p] <=> Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)[p] + Glycerol[p] 	b1249 or b0789	-1000.00	1000.00	  0.00
CLt3_2pp	2 Chloride[p] + H+[c] => 2 Chloride[c] + H+[p] 	b0155	  0.00	1000.00	  0.00
CLtex	Chloride[e] <=> Chloride[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CLtipp	Chloride[p] => Chloride[c] 	b1592	  0.00	1000.00	  0.00
CMPN	CMP C9H12N3O8P[c] + H2O H2O[c] => Cytosine[c] + Alpha-D-Ribose 5-phosphate[c] 		  0.00	1000.00	  0.00
CMPtex	CMP C9H12N3O8P[e] <=> CMP C9H12N3O8P[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CMtex	Chloramphenicol[e] <=> Chloramphenicol[p] 	b2215 or b0929 or b1377 or b0241	-1000.00	1000.00	  0.00
CMtpp	Chloramphenicol[p] + H+[p] => Chloramphenicol[e] + H+[c] 	(b0463 and b3035 and b2470) or (b0463 and b3035 and b0462)	  0.00	1000.00	  0.00
CO2tex	CO2 CO2[e] <=> CO2 CO2[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
CO2tpp	CO2 CO2[p] <=> CO2 CO2[c] 	s0001	-1000.00	1000.00	  0.00
COBALT2abcpp	ATP C10H12N5O13P3[c] + Co2+[c] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Co2+[p] + H+[c] + Phosphate[c] 	b3469	  0.00	1000.00	  0.00
COBALT2t3pp	Co2+[c] + H+[p] => Co2+[p] + H+[c] 	b0752 or b3915	  0.00	1000.00	  0.00
COBALT2tex	Co2+[e] <=> Co2+[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
COBALT2tpp	Co2+[p] => Co2+[c] 	b3040 or b3816	  0.00	1000.00	  0.00
COLIPAKpp	Core oligosaccharide lipid A[p] + Undecaprenyl diphosphate[p] => Core oligosaccharide lipid A diphosphate[p] + Undecaprenyl phosphate[p] 	b2174	  0.00	1000.00	  0.00
COLIPAPabctex	ATP C10H12N5O13P3[c] + Core oligosaccharide lipid A diphosphate[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Core oligosaccharide lipid A diphosphate[e] + H+[c] + Phosphate[c] 	b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641	  0.00	1000.00	  0.00
COLIPAabcpp	ATP C10H12N5O13P3[c] + Core oligosaccharide lipid A[c] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Core oligosaccharide lipid A[p] + H+[c] + Phosphate[c] 	b0914	  0.00	1000.00	  0.00
COLIPAabctex	ATP C10H12N5O13P3[c] + Core oligosaccharide lipid A[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Core oligosaccharide lipid A[e] + H+[c] + Phosphate[c] 	b0641 and b3200 and b4262 and b3201 and b3199 and b0054 and b4261	  0.00	1000.00	  0.00
CPGNR1	2 Coprogen[c] + Flavin adenine dinucleotide reduced[c] => 2 Coprogen unloaded (no Fe(III))[c] + Flavin adenine dinucleotide oxidized[c] + 2 Fe2+ mitochondria[c] + 2 H+[c] 		  0.00	1000.00	  0.00
CPGNR2	2 Coprogen[c] + Reduced FMN[c] => 2 Coprogen unloaded (no Fe(III))[c] + 2 Fe2+ mitochondria[c] + FMN C17H19N4O9P[c] + 2 H+[c] 		  0.00	1000.00	  0.00
CPGNR3	2 Coprogen[c] + Reduced riboflavin[c] => 2 Coprogen unloaded (no Fe(III))[c] + 2 Fe2+ mitochondria[c] + 2 H+[c] + Riboflavin C17H20N4O6[c] 		  0.00	1000.00	  0.00
CPGNUtex	Coprogen unloaded (no Fe(III))[p] + H+[p] => Coprogen unloaded (no Fe(III))[e] + H+[c] 		  0.00	1000.00	  0.00
CPGNUtpp	Coprogen unloaded (no Fe(III))[c] + H+[p] => Coprogen unloaded (no Fe(III))[p] + H+[c] 		  0.00	1000.00	  0.00
CPGNabcpp	ATP C10H12N5O13P3[c] + Coprogen[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Coprogen[c] + H+[c] + Phosphate[c] 	b0151 and b0153 and b0152	  0.00	1000.00	  0.00
CPGNexs	Coprogen unloaded (no Fe(III))[e] + Iron (Fe3+)[e] => Coprogen[e] 	s0001	  0.00	1000.00	  0.00
CPGNtonex	Coprogen[e] + H+[p] => Coprogen[p] + H+[c] 	b1102 and (b1252 and b3005 and b3006)	  0.00	1000.00	  0.00
CPH4S	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate[c] + H2O H2O[c] => Acetaldehyde[c] + 6-carboxy-5,6,7,8-tetrahydropterin[c] + H+[c] + Inorganic triphosphate[c] 	b2765	  0.00	1000.00	  0.00
CPL	?-D-ribose-1-methylphosphonate 5-phosphate[c] => Methane[c] + 5-phospho-?-D-ribose 1,2-cyclic phosphate[c] 	b4098	  0.00	1000.00	  0.00
CPMPS	GTP C10H12N5O14P3[c] + H2O H2O[c] => Cyclic pyranopterin monophosphate[c] + Diphosphate[c] 	b0783 and b0781	  0.00	1000.00	  0.00
CPPPGO	Coproporphyrinogen III[c] + 2 H+[c] + O2 O2[c] => 2 CO2 CO2[c] + 2 H2O H2O[c] + Protoporphyrinogen IX[c] 	b2436	  0.00	1000.00	  0.00
CPPPGO2	2 S-Adenosyl-L-methionine[c] + Coproporphyrinogen III[c] => 2 CO2 CO2[c] + 2 5'-Deoxyadenosine[c] + 2 L-Methionine[c] + Protoporphyrinogen IX[c] 	b3867	  0.00	1000.00	  0.00
CRNBTCT	Gamma-butyrobetainyl-CoA[c] + L-Carnitine[c] <=> L-Carnitinyl-CoA[c] + Gamma-butyrobetaine[c] 	b0038	-1000.00	1000.00	  0.00
CRNCAL2	ATP C10H12N5O13P3[c] + Coenzyme A[c] + L-Carnitine[c] => ADP C10H12N5O10P2[c] + L-Carnitinyl-CoA[c] + Phosphate[c] 	b0037	  0.00	1000.00	  0.00
CRNCAR	L-Carnitinyl-CoA[c] <=> D-carnitinyl-CoA[c] 	b0036	-1000.00	1000.00	  0.00
CRNCBCT	L-Carnitine[c] + Crotonobetainyl-CoA[c] <=> L-Carnitinyl-CoA[c] + Crotonobetaine[c] 	b0038	-1000.00	1000.00	  0.00
CRNCDH	L-Carnitinyl-CoA[c] <=> Crotonobetainyl-CoA[c] + H2O H2O[c] 	b0036	-1000.00	1000.00	  0.00
