Rxn name	Formula	Gene-reaction association	LB	UB	Objective
GLYC3Pabcpp	ATP C10H12N5O13P3[c] + Glycerol 3-phosphate[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Glycerol 3-phosphate[c] + H+[c] + Phosphate[c] 	b3452 and b3451 and b3453 and b3450	  0.00	1000.00	  0.00
GLYC3Pt6pp	Glycerol 3-phosphate[p] + Phosphate[c] => Glycerol 3-phosphate[c] + Phosphate[p] 	b2240	  0.00	1000.00	  0.00
GLYC3Ptex	Glycerol 3-phosphate[e] <=> Glycerol 3-phosphate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GLYCAt2rpp	(R)-Glycerate[p] + H+[p] <=> (R)-Glycerate[c] + H+[c] 	b3127 or b2789	-1000.00	1000.00	  0.00
GLYCAtex	(R)-Glycerate[e] <=> (R)-Glycerate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GLYCDx	Glycerol[c] + Nicotinamide adenine dinucleotide[c] => Dihydroxyacetone[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	b3945	  0.00	1000.00	  0.00
GLYCK	ATP C10H12N5O13P3[c] + (R)-Glycerate[c] => 3-Phospho-D-glycerate[c] + ADP C10H12N5O10P2[c] + H+[c] 	b0514	  0.00	1000.00	  0.00
GLYCK2	ATP C10H12N5O13P3[c] + (R)-Glycerate[c] => D-Glycerate 2-phosphate[c] + ADP C10H12N5O10P2[c] + H+[c] 	b3124	  0.00	1000.00	  0.00
GLYCL	Glycine[c] + Nicotinamide adenine dinucleotide[c] + 5,6,7,8-Tetrahydrofolate[c] => CO2 CO2[c] + 5,10-Methylenetetrahydrofolate[c] + Nicotinamide adenine dinucleotide - reduced[c] + Ammonium[c] 	b2904 and b2903 and b0116 and b2905	  0.00	1000.00	  0.00
GLYCLTDx	Glyoxylate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] => Glycolate C2H3O3[c] + Nicotinamide adenine dinucleotide[c] 	b3553 or b1033	  0.00	1000.00	  0.00
GLYCLTDy	Glyoxylate[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => Glycolate C2H3O3[c] + Nicotinamide adenine dinucleotide phosphate[c] 	b1033 or b3553	  0.00	1000.00	  0.00
GLYCLTt2rpp	Glycolate C2H3O3[p] + H+[p] <=> Glycolate C2H3O3[c] + H+[c] 	b3603 or b2975	-1000.00	1000.00	  0.00
GLYCLTt4pp	Glycolate C2H3O3[p] + Sodium[p] => Glycolate C2H3O3[c] + Sodium[c] 	b4067	  0.00	1000.00	  0.00
GLYCLTtex	Glycolate C2H3O3[e] <=> Glycolate C2H3O3[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GLYCTO2	Glycolate C2H3O3[c] + Ubiquinone-8[c] => Glyoxylate[c] + Ubiquinol-8[c] 	b2979 and b4468 and b4467	  0.00	1000.00	  0.00
GLYCTO3	Glycolate C2H3O3[c] + Menaquinone 8[c] => Glyoxylate[c] + Menaquinol 8[c] 	b2979 and b4468 and b4467	  0.00	1000.00	  0.00
GLYCTO4	2-Demethylmenaquinone 8[c] + Glycolate C2H3O3[c] => 2-Demethylmenaquinol 8[c] + Glyoxylate[c] 	b2979 and b4468 and b4467	  0.00	1000.00	  0.00
GLYCtex	Glycerol[e] <=> Glycerol[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GLYCtpp	Glycerol[c] <=> Glycerol[p] 	s0001 or b3927	-1000.00	1000.00	  0.00
GLYK	ATP C10H12N5O13P3[c] + Glycerol[c] => ADP C10H12N5O10P2[c] + Glycerol 3-phosphate[c] + H+[c] 	b3926	  0.00	1000.00	  0.00
GLYOX	H2O H2O[c] + (R)-S-Lactoylglutathione[c] => Reduced glutathione[c] + H+[c] + D-Lactate[c] 	b0212	  0.00	1000.00	  0.00
GLYOX3	H2O H2O[c] + Methylglyoxal[c] => H+[c] + D-Lactate[c] 	b1967	  0.00	1000.00	  0.00
GLYt2pp	Glycine[p] + H+[p] => Glycine[c] + H+[c] 	b1801 or b4208	  0.00	1000.00	  0.00
GLYt4pp	Glycine[p] + Sodium[p] => Glycine[c] + Sodium[c] 	b0007	  0.00	1000.00	  0.00
GLYtex	Glycine[e] <=> Glycine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GLYtpp	Glycine[c] <=> Glycine[p] 	b3927	-1000.00	1000.00	  0.00
GMAND	GDP-D-mannose[c] => GDP-4-dehydro-6-deoxy-D-mannose[c] + H2O H2O[c] 	b2053	  0.00	1000.00	  0.00
GMHEPAT	ATP C10H12N5O13P3[c] + D-Glycero-D-manno-heptose 1-phosphate[c] + H+[c] => ADP-D-glycero-D-manno-heptose[c] + Diphosphate[c] 	b3052	  0.00	1000.00	  0.00
GMHEPK	ATP C10H12N5O13P3[c] + D-Glycero-D-manno-heptose 7-phosphate[c] => ADP C10H12N5O10P2[c] + D-Glycero-D-manno-heptose 1,7-bisphosphate[c] + H+[c] 	b3052	  0.00	1000.00	  0.00
GMHEPPA	D-Glycero-D-manno-heptose 1,7-bisphosphate[c] + H2O H2O[c] => D-Glycero-D-manno-heptose 1-phosphate[c] + Phosphate[c] 	b0200	  0.00	1000.00	  0.00
GMPR	GMP C10H12N5O8P[c] + 2 H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => IMP C10H11N4O8P[c] + Nicotinamide adenine dinucleotide phosphate[c] + Ammonium[c] 	b0104	  0.00	1000.00	  0.00
GMPS	ATP C10H12N5O13P3[c] + Ammonium[c] + Xanthosine 5'-phosphate[c] => AMP C10H12N5O7P[c] + GMP C10H12N5O8P[c] + 2 H+[c] + Diphosphate[c] 	b2507	  0.00	1000.00	  0.00
GMPS2	ATP C10H12N5O13P3[c] + L-Glutamine[c] + H2O H2O[c] + Xanthosine 5'-phosphate[c] => AMP C10H12N5O7P[c] + L-Glutamate[c] + GMP C10H12N5O8P[c] + 2 H+[c] + Diphosphate[c] 	b2507	  0.00	1000.00	  0.00
GMPtex	GMP C10H12N5O8P[e] <=> GMP C10H12N5O8P[p] 	b2215 or b0241 or b0929 or b1377	-1000.00	1000.00	  0.00
GND	6-Phospho-D-gluconate[c] + Nicotinamide adenine dinucleotide phosphate[c] => CO2 CO2[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] + D-Ribulose 5-phosphate[c] 	b2029	  0.00	1000.00	  0.00
GNK	ATP C10H12N5O13P3[c] + D-Gluconate[c] => 6-Phospho-D-gluconate[c] + ADP C10H12N5O10P2[c] + H+[c] 	b3437 or b4268	  0.00	1000.00	  0.00
GNP	6-Phospho-D-gluconate[c] + H2O H2O[c] => D-Gluconate[c] + Phosphate[c] 	b3715 or b2690	  0.00	1000.00	  0.00
GOFUCR	GDP-4-oxo-L-fucose[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => GDP-L-fucose[c] + Nicotinamide adenine dinucleotide phosphate[c] 	b2052	  0.00	1000.00	  0.00
GP4GH	P1,P4-Bis(5'-guanosyl) tetraphosphate[c] + H2O H2O[c] => 2 GDP C10H12N5O11P2[c] + 2 H+[c] 	b0049	  0.00	1000.00	  0.00
GPDDA1	Sn-Glycero-3-phosphocholine[c] + H2O H2O[c] => Choline C5H14NO[c] + Glycerol 3-phosphate[c] + H+[c] 	b3449	  0.00	1000.00	  0.00
GPDDA1pp	Sn-Glycero-3-phosphocholine[p] + H2O H2O[p] => Choline C5H14NO[p] + Glycerol 3-phosphate[p] + H+[p] 	b2239	  0.00	1000.00	  0.00
GPDDA2	Sn-Glycero-3-phosphoethanolamine[c] + H2O H2O[c] => Ethanolamine[c] + Glycerol 3-phosphate[c] + H+[c] 	b3449	  0.00	1000.00	  0.00
GPDDA2pp	Sn-Glycero-3-phosphoethanolamine[p] + H2O H2O[p] => Ethanolamine[p] + Glycerol 3-phosphate[p] + H+[p] 	b2239	  0.00	1000.00	  0.00
GPDDA3	Glycerophosphoserine[c] + H2O H2O[c] => Glycerol 3-phosphate[c] + H+[c] + L-Serine[c] 	b3449	  0.00	1000.00	  0.00
GPDDA3pp	Glycerophosphoserine[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + H+[p] + L-Serine[p] 	b2239	  0.00	1000.00	  0.00
GPDDA4	Glycerophosphoglycerol[c] + H2O H2O[c] => Glycerol 3-phosphate[c] + Glycerol[c] + H+[c] 	b3449	  0.00	1000.00	  0.00
GPDDA4pp	Glycerophosphoglycerol[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + Glycerol[p] + H+[p] 	b2239	  0.00	1000.00	  0.00
GPDDA5	Sn-Glycero-3-phospho-1-inositol[c] + H2O H2O[c] => Glycerol 3-phosphate[c] + H+[c] + Myo-Inositol[c] 	b3449	  0.00	1000.00	  0.00
GPDDA5pp	Sn-Glycero-3-phospho-1-inositol[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + H+[p] + Myo-Inositol[p] 	b2239	  0.00	1000.00	  0.00
GRTT	Geranyl diphosphate[c] + Isopentenyl diphosphate[c] => Farnesyl diphosphate[c] + Diphosphate[c] 	b0421	  0.00	1000.00	  0.00
GRXR	Glutaredoxin (oxidized)[c] + 2 Reduced glutathione[c] => Glutaredoxin (reduced)[c] + Oxidized glutathione[c] 	b1064 or b3610 or b1654 or b0849	  0.00	1000.00	  0.00
GSNK	ATP C10H12N5O13P3[c] + Guanosine[c] => ADP C10H12N5O10P2[c] + GMP C10H12N5O8P[c] + H+[c] 	b0477	  0.00	1000.00	  0.00
GSNt2pp	Guanosine[p] + H+[p] => Guanosine[c] + H+[c] 	b2964	  0.00	1000.00	  0.00
GSNt3pp	Guanosine[c] + H+[p] => Guanosine[p] + H+[c] 	b3662	  0.00	1000.00	  0.00
GSNtex	Guanosine[e] <=> Guanosine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GSPMDA	Glutathionylspermidine[c] + H2O H2O[c] => Reduced glutathione[c] + Spermidine[c] 	b2988	  0.00	1000.00	  0.00
GSPMDS	ATP C10H12N5O13P3[c] + Reduced glutathione[c] + Spermidine[c] => ADP C10H12N5O10P2[c] + Glutathionylspermidine[c] + H+[c] + Phosphate[c] 	b2988	  0.00	1000.00	  0.00
GTHOXtex	Oxidized glutathione[e] <=> Oxidized glutathione[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GTHOr	Oxidized glutathione[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> 2 Reduced glutathione[c] + Nicotinamide adenine dinucleotide phosphate[c] 	b3500	-1000.00	1000.00	  0.00
GTHPi	2 Reduced glutathione[c] + Hydrogen peroxide[c] => Oxidized glutathione[c] + 2 H2O H2O[c] 	b1710	  0.00	1000.00	  0.00
GTHRDHpp	Reduced glutathione[p] + H2O H2O[p] => Cys Gly C5H10N2O3S[p] + L-Glutamate[p] 	b3447	  0.00	1000.00	  0.00
GTHRDabc2pp	ATP C10H12N5O13P3[c] + Reduced glutathione[c] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Reduced glutathione[p] + H+[c] + Phosphate[c] 	b0886 and b0887	  0.00	1000.00	  0.00
GTHRDabcpp	ATP C10H12N5O13P3[c] + Reduced glutathione[p] + H2O H2O[c] => ADP C10H12N5O10P2[c] + Reduced glutathione[c] + H+[c] + Phosphate[c] 	b0831 and b0830 and b0829 and b0832	  0.00	1000.00	  0.00
GTHRDtex	Reduced glutathione[e] <=> Reduced glutathione[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
GTHS	ATP C10H12N5O13P3[c] + Gamma-L-Glutamyl-L-cysteine[c] + Glycine[c] => ADP C10H12N5O10P2[c] + Reduced glutathione[c] + H+[c] + Phosphate[c] 	b2947	  0.00	1000.00	  0.00
GTPCI	GTP C10H12N5O14P3[c] + H2O H2O[c] => 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate[c] + Formate[c] + H+[c] 	b2153	  0.00	1000.00	  0.00
GTPCII2	GTP C10H12N5O14P3[c] + 3 H2O H2O[c] => 2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate[c] + Formate[c] + 2 H+[c] + Diphosphate[c] 	b1277	  0.00	1000.00	  0.00
GTPDPDP	Guanosine 3'-diphosphate 5'-triphosphate[c] + H2O H2O[c] => H+[c] + Phosphate[c] + Guanosine 3',5'-bis(diphosphate)[c] 	b3779	  0.00	1000.00	  0.00
GTPDPK	ATP C10H12N5O13P3[c] + GTP C10H12N5O14P3[c] => AMP C10H12N5O7P[c] + Guanosine 3'-diphosphate 5'-triphosphate[c] + H+[c] 	b2784	  0.00	1000.00	  0.00
GTPHs	GTP C10H12N5O14P3[c] + H2O H2O[c] + H+[c] => Ammonium[c] + XTP[c] 	s0001	  0.00	1000.00	  0.00
GTPtex	GTP C10H12N5O14P3[e] <=> GTP C10H12N5O14P3[p] 	b1377 or b2215 or b0241 or b0929	-1000.00	1000.00	  0.00
GUACYC	GTP C10H12N5O14P3[c] => 3',5'-Cyclic GMP[c] + Diphosphate[c] 		  0.00	1000.00	  0.00
GUAD	Guanine[c] + H2O H2O[c] + H+[c] => Ammonium[c] + Xanthine[c] 	b2883	  0.00	1000.00	  0.00
GUAPRT	Guanine[c] + 5-Phospho-alpha-D-ribose 1-diphosphate[c] => GMP C10H12N5O8P[c] + Diphosphate[c] 	b0125 or b0238	  0.00	1000.00	  0.00
GUAt2pp	Guanine[p] + H+[p] => Guanine[c] + H+[c] 	b3654	  0.00	1000.00	  0.00
GUAtex	Guanine[e] <=> Guanine[p] 	b0411	-1000.00	1000.00	  0.00
GUAtpp	Guanine[p] <=> Guanine[c] 	b4464 or b4064	-1000.00	1000.00	  0.00
GUI1	D-Glucuronate[c] <=> D-Fructuronate[c] 	b3092	-1000.00	1000.00	  0.00
GUI2	D-Galacturonate[c] <=> D-Tagaturonate[c] 	b3092	-1000.00	1000.00	  0.00
GUR1PPpp	D-Glucuronate 1-phosphate[p] + H2O H2O[p] => D-Glucuronate[p] + Phosphate[p] 		  0.00	1000.00	  0.00
H2O2tex	Hydrogen peroxide[e] <=> Hydrogen peroxide[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
H2Otex	H2O H2O[e] <=> H2O H2O[p] 	b3875 or s0001 or b1319 or b0957 or b2215 or b0241 or b1377 or b0929	-1000.00	1000.00	  0.00
H2Otpp	H2O H2O[p] <=> H2O H2O[c] 	s0001 or b0875	-1000.00	1000.00	  0.00
H2SO	Hydrogen sulfide[c] + 2 O2 O2[c] => 2 H+[c] + Sulfate[c] 		  0.00	1000.00	  0.00
H2St1pp	Hydrogen sulfide[c] => Hydrogen sulfide[p] 	s0001	  0.00	1000.00	  0.00
H2Stex	Hydrogen sulfide[e] <=> Hydrogen sulfide[p] 	b1377 or b2215 or b0241 or b0929	-1000.00	1000.00	  0.00
H2tex	Hydrogen[e] <=> Hydrogen[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
H2tpp	Hydrogen[p] <=> Hydrogen[c] 	s0001	-1000.00	1000.00	  0.00
HACD1	Acetoacetyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxybutanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b3846 or b2341	-1000.00	1000.00	  0.00
HACD2	3-Oxohexanoyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxyhexanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b3846 or b2341	-1000.00	1000.00	  0.00
HACD3	3-Oxooctanoyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxyoctanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b3846 or b2341	-1000.00	1000.00	  0.00
HACD4	3-Oxodecanoyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxydecanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b3846 or b2341	-1000.00	1000.00	  0.00
HACD5	3-Oxododecanoyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxydodecanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b3846 or b2341	-1000.00	1000.00	  0.00
HACD6	3-Oxotetradecanoyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxytetradecanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b3846 or b2341	-1000.00	1000.00	  0.00
HACD7	3-Oxohexadecanoyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxyhexadecanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b2341 or b3846	-1000.00	1000.00	  0.00
HACD8	3-Oxooctadecanoyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-3-Hydroxyoctadecanoyl-CoA[c] + Nicotinamide adenine dinucleotide[c] 	b3846 or b2341	-1000.00	1000.00	  0.00
HADPCOADH3	(3S)-3-Hydroxyadipyl-CoA[c] + Nicotinamide adenine dinucleotide[c] <=> H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + 3-Oxoadipyl-CoA[c] 	b1395	-1000.00	1000.00	  0.00
HBZOPT	4-Hydroxybenzoate[c] + All-trans-Octaprenyl diphosphate[c] => 3-Octaprenyl-4-hydroxybenzoate[c] + Diphosphate[c] 	b4040	  0.00	1000.00	  0.00
HCINNMt2rpp	3-hydroxycinnamic acid[p] + H+[p] <=> 3-hydroxycinnamic acid[c] + H+[c] 	b0353	-1000.00	1000.00	  0.00
HCINNMtex	3-hydroxycinnamic acid[e] <=> 3-hydroxycinnamic acid[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
HCO3E	CO2 CO2[c] + H2O H2O[c] <=> H+[c] + Bicarbonate[c] 	b0126 or b0339	-1000.00	1000.00	  0.00
HCYSMT	S-Adenosyl-L-methionine[c] + L-Homocysteine[c] => S-Adenosyl-L-homocysteine[c] + H+[c] + L-Methionine[c] 	b0261	  0.00	1000.00	  0.00
HCYSMT2	L-Homocysteine[c] + S-Methyl-L-methionine[c] => H+[c] + 2 L-Methionine[c] 	b0261	  0.00	1000.00	  0.00
HDCAtexi	Hexadecanoate (n-C16:0)[e] => Hexadecanoate (n-C16:0)[p] 	b2344	  0.00	1000.00	  0.00
HDCEAtexi	Hexadecenoate (n-C16:1)[e] => Hexadecenoate (n-C16:1)[p] 	b2344	  0.00	1000.00	  0.00
HEMEOS	Farnesyl diphosphate[c] + H2O H2O[c] + Protoheme C34H30FeN4O4[c] => Heme O C49H56FeN4O5[c] + Diphosphate[c] 	b0428	  0.00	1000.00	  0.00
HEPK1	ATP C10H12N5O13P3[c] + Heptosyl-heptosyl-kdo2-lipidA[c] => ADP C10H12N5O10P2[c] + H+[c] + Phospho-heptosyl-heptosyl-kdo2-lipidA[c] 	b3630	  0.00	1000.00	  0.00
HEPK2	ATP C10H12N5O13P3[c] + Heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA[c] => ADP C10H12N5O10P2[c] + H+[c] + Phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA[c] 	b3625	  0.00	1000.00	  0.00
HEPT1	ADP-L-glycero-D-manno-heptose[c] + KDO(2)-lipid (A)[c] => ADP C10H12N5O10P2[c] + H+[c] + Heptosyl-kdo2-lipidA[c] 	b3621	  0.00	1000.00	  0.00
HEPT2	ADP-L-glycero-D-manno-heptose[c] + Heptosyl-kdo2-lipidA[c] => ADP C10H12N5O10P2[c] + H+[c] + Heptosyl-heptosyl-kdo2-lipidA[c] 	b3620	  0.00	1000.00	  0.00
HEPT3	ADP-L-glycero-D-manno-heptose[c] + Phospho-heptosyl-heptosyl-kdo2-lipidA[c] => ADP C10H12N5O10P2[c] + H+[c] + Heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA[c] 	b3632	  0.00	1000.00	  0.00
HEPT4	ADP-L-glycero-D-manno-heptose[c] + Glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A[c] => ADP C10H12N5O10P2[c] + Core oligosaccharide lipid A[c] + H+[c] 	b3623	  0.00	1000.00	  0.00
HETZK	4-Methyl-5-(2-hydroxyethyl)-thiazole[c] + ATP C10H12N5O13P3[c] => 4-Methyl-5-(2-phosphoethyl)-thiazole[c] + ADP C10H12N5O10P2[c] + H+[c] 	b2104	  0.00	1000.00	  0.00
HEX1	ATP C10H12N5O13P3[c] + D-Glucose[c] => ADP C10H12N5O10P2[c] + D-Glucose 6-phosphate[c] + H+[c] 	b2388	  0.00	1000.00	  0.00
HEX4	ATP C10H12N5O13P3[c] + D-Mannose[c] => ADP C10H12N5O10P2[c] + H+[c] + D-Mannose 6-phosphate[c] 		  0.00	1000.00	  0.00
HEX7	ATP C10H12N5O13P3[c] + D-Fructose[c] => ADP C10H12N5O10P2[c] + D-Fructose 6-phosphate[c] + H+[c] 	b0394	  0.00	1000.00	  0.00
HEXt2rpp	H+[p] + Hexanoate (n-C6:0)[p] <=> H+[c] + Hexanoate (n-C6:0)[c] 	b2223	-1000.00	1000.00	  0.00
HG2abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Mercury  charged 2  Hg[c] => ADP C10H12N5O10P2[c] + H+[c] + Mercury  charged 2  Hg[p] + Phosphate[c] 	b3469	  0.00	1000.00	  0.00
HG2t3pp	H+[p] + Mercury  charged 2  Hg[c] => H+[c] + Mercury  charged 2  Hg[p] 	b3915	  0.00	1000.00	  0.00
HG2tex	Mercury  charged 2  Hg[e] <=> Mercury  charged 2  Hg[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
HISTD	H2O H2O[c] + L-Histidinol[c] + 2 Nicotinamide adenine dinucleotide[c] => 3 H+[c] + L-Histidine[c] + 2 Nicotinamide adenine dinucleotide - reduced[c] 	b2020	  0.00	1000.00	  0.00
HISTP	H2O H2O[c] + L-Histidinol phosphate[c] => L-Histidinol[c] + Phosphate[c] 	b2022	  0.00	1000.00	  0.00
HISabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + L-Histidine[p] => ADP C10H12N5O10P2[c] + H+[c] + L-Histidine[c] + Phosphate[c] 	b2307 and b2306 and b2308 and b2309	  0.00	1000.00	  0.00
HISt2rpp	H+[p] + L-Histidine[p] <=> H+[c] + L-Histidine[c] 	b0112	-1000.00	1000.00	  0.00
HIStex	L-Histidine[e] <=> L-Histidine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
HKNDDH	H2O H2O[c] + 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate[c] => H+[c] + 2-Oxopent-4-enoate[c] + Succinate[c] 	b0349	  0.00	1000.00	  0.00
HKNTDH	H2O H2O[c] + 2-hydroxy-6-ketononatrienedioate[c] => Fumarate[c] + H+[c] + 2-Oxopent-4-enoate[c] 	b0349	  0.00	1000.00	  0.00
HMBS	H2O H2O[c] + 4 Porphobilinogen[c] => Hydroxymethylbilane[c] + 4 Ammonium[c] 	b3805	  0.00	1000.00	  0.00
HMPK1	4-Amino-5-hydroxymethyl-2-methylpyrimidine[c] + ATP C10H12N5O13P3[c] => 4-Amino-2-methyl-5-phosphomethylpyrimidine[c] + ADP C10H12N5O10P2[c] + H+[c] 	b2103 or b2418	  0.00	1000.00	  0.00
HOMt2pp	H+[p] + L-Homoserine[c] => H+[c] + L-Homoserine[p] 	b0813 or b3824	  0.00	1000.00	  0.00
HOMtex	L-Homoserine[e] <=> L-Homoserine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
HOPNTAL	4-Hydroxy-2-oxopentanoate[c] => Acetaldehyde[c] + Pyruvate[c] 	b0352	  0.00	1000.00	  0.00
HPACOAT	3,4-dihydroxyphenylacetyl-CoA[c] + H2O H2O[c] => 3-4-Dihydroxyphenylacetate[c] + Coenzyme A[c] + H+[c] 	b1396	  0.00	1000.00	  0.00
HPPK2	6-hydroxymethyl dihydropterin[c] + ATP C10H12N5O13P3[c] => 6-hydroxymethyl-dihydropterin pyrophosphate[c] + AMP C10H12N5O7P[c] + H+[c] 	b0142	  0.00	1000.00	  0.00
HPPPNDO	3-(2,3-Dihydroxyphenyl)propanoate[c] + O2 O2[c] => H+[c] + 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate[c] 	b0348	  0.00	1000.00	  0.00
HPPPNt2rpp	3-(3-hydroxy-phenyl)propionate[p] + H+[p] <=> 3-(3-hydroxy-phenyl)propionate[c] + H+[c] 	b0353	-1000.00	1000.00	  0.00
HPPPNtex	3-(3-hydroxy-phenyl)propionate[e] <=> 3-(3-hydroxy-phenyl)propionate[p] 	b0929 or b1377 or b2215 or b0241	-1000.00	1000.00	  0.00
HPYRI	Hydroxypyruvate[c] <=> 2-Hydroxy-3-oxopropanoate[c] 	b0508	-1000.00	1000.00	  0.00
HPYRP	3-Phosphohydroxypyruvate[c] + H2O H2O[c] => Hydroxypyruvate[c] + Phosphate[c] 	b1813	  0.00	1000.00	  0.00
HPYRRx	H+[c] + Hydroxypyruvate[c] + Nicotinamide adenine dinucleotide - reduced[c] => (R)-Glycerate[c] + Nicotinamide adenine dinucleotide[c] 	b1033 or b3553	  0.00	1000.00	  0.00
HPYRRy	H+[c] + Hydroxypyruvate[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (R)-Glycerate[c] + Nicotinamide adenine dinucleotide phosphate[c] 	b1033 or b3553	  0.00	1000.00	  0.00
HSDy	L-Homoserine[c] + Nicotinamide adenine dinucleotide phosphate[c] <=> L-Aspartate 4-semialdehyde[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] 	b3940 or b0002	-1000.00	1000.00	  0.00
HSK	ATP C10H12N5O13P3[c] + L-Homoserine[c] => ADP C10H12N5O10P2[c] + H+[c] + O-Phospho-L-homoserine[c] 	b0003	  0.00	1000.00	  0.00
HSST	L-Homoserine[c] + Succinyl-CoA[c] => Coenzyme A[c] + O-Succinyl-L-homoserine[c] 	b4013	  0.00	1000.00	  0.00
HSTPT	L-Glutamate[c] + 3-(Imidazol-4-yl)-2-oxopropyl phosphate[c] => 2-Oxoglutarate[c] + L-Histidinol phosphate[c] 	b2021	  0.00	1000.00	  0.00
HXAND	H2O H2O[c] + Hypoxanthine[c] + Nicotinamide adenine dinucleotide[c] => H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + Xanthine[c] 	b2866 and b2867 and b2868	  0.00	1000.00	  0.00
HXAtex	Hexanoate (n-C6:0)[e] <=> Hexanoate (n-C6:0)[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
HXCT	Acetyl-CoA[c] + Hexanoate (n-C6:0)[c] => Acetate[c] + Hexanoyl-CoA (n-C6:0CoA)[c] 	b2222 and b2221	  0.00	1000.00	  0.00
HXPRT	Hypoxanthine[c] + 5-Phospho-alpha-D-ribose 1-diphosphate[c] => IMP C10H11N4O8P[c] + Diphosphate[c] 	b0238 or b0125	  0.00	1000.00	  0.00
HYD1pp	Hydrogen[c] + 2 H+[c] + Ubiquinone-8[c] => 2 H+[p] + Ubiquinol-8[c] 	(b0973 and b0974 and b0972) or (b2994 and b2997 and b2996 and b2995) or (b2722 and b2723 and b2724 and b2720 and b2721 and b2719)	  0.00	1000.00	  0.00
