Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_0001	(R)-lactate[c] + 2 ferricytochrome c[m] => 2 ferrocytochrome c[m] + pyruvate[c] 	(YDL174C and YEL039C) or (YDL174C and YJR048W) or (YEL039C and YEL071W) or (YEL071W and YJR048W)	  0.00	1000.00	  0.00
r_0002	(R)-lactate[m] + 2 ferricytochrome c[m] => 2 ferrocytochrome c[m] + pyruvate[m] 	(YDL178W and YEL039C) or (YDL178W and YJR048W)	  0.00	1000.00	  0.00
r_0003	(R,R)-2,3-butanediol[c] + NAD[c] <=> (R)-acetoin[c] + H+[c] + NADH[c] 	YAL060W	-1000.00	1000.00	  0.00
r_0004	(S)-lactate[c] + 2 ferricytochrome c[m] => 2 ferrocytochrome c[m] + pyruvate[c] 	(YEL039C and YML054C) or (YJR048W and YML054C)	  0.00	1000.00	  0.00
r_0005	UDP-D-glucose[c] => (1->3)-beta-D-glucan[ce] + H+[c] + UDP[c] 	(YPR165W and YLR342W) or (YPR165W and YGR032W) or (YPR165W and YMR306W)	  0.00	1000.00	  0.00
r_0006	UDP-D-glucose[c] => (1->6)-beta-D-glucan[ce] + H+[c] + UDP[c] 	YGR143W or YPR159W	  0.00	1000.00	  0.00
r_0007	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide[c] => 5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide[c] 	YIL020C	  0.00	1000.00	  0.00
r_0012	1-pyrroline-5-carboxylate[m] + 2 H2O[m] + NAD[m] => H+[m] + L-glutamate[m] + NADH[m] 	YHR037W	  0.00	1000.00	  0.00
r_0013	5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + 3 H2O[c] => 4-methylthio-2-oxobutanoate[c] + formate[c] + 6 H+[c] + phosphate[c] 	YEL038W and YMR009W	  0.00	1000.00	  0.00
r_0014	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c] + H+[c] + H2O[c] => 5-amino-6-(5-phosphoribitylamino)uracil[c] + ammonium[c] 	YOL066C	  0.00	1000.00	  0.00
r_0015	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine[c] + H+[c] + NADPH[c] => 2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c] + NADP(+)[c] 	YBR153W	  0.00	1000.00	  0.00
r_0016	2-oxobutanoate[m] + H+[m] + pyruvate[m] => (S)-2-acetyl-2-hydroxybutanoate[m] + carbon dioxide[m] 	(YCL009C and YMR108W) or YMR108W	  0.00	1000.00	  0.00
r_0017	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol[m] + ATP[m] => (2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate[m] + AMP[m] + H+[m] 	YNL256W	  0.00	1000.00	  0.00
r_0018	2-oxoadipic acid[c] + L-glutamate[c] <=> 2-oxoglutarate[c] + L-2-aminoadipate[c] 	YER152C or YGL202W or YJL060W	-1000.00	1000.00	  0.00
r_0019	2-dehydropantoate[c] + H+[c] + NADPH[c] => (R)-pantoate[c] + NADP(+)[c] 	YHR063C	  0.00	1000.00	  0.00
r_0020	D-erythrose 4-phosphate[m] + H2O[m] + phosphoenolpyruvate[m] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m] + phosphate[m] 	YDR035W or YBR249C	  0.00	1000.00	  0.00
r_0021	2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + S-adenosyl-L-methionine[m] => 2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-homocysteine[m] 	YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C	  0.00	1000.00	  0.00
r_0022	2-hexaprenyl-6-methoxyphenol[m] + oxygen[m] => 2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + H2O[m] 	YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C	  0.00	1000.00	  0.00
r_0023	2-isopropylmaleic acid[c] + H2O[c] <=> 2-isopropylmalate[c] 	YGL009C	-1000.00	1000.00	  0.00
r_0024	3-methyl-2-oxobutanoate[c] + acetyl-CoA[c] + H2O[c] => 2-isopropylmalate[c] + coenzyme A[c] + H+[c] 	YNL104C or YOR108W	  0.00	1000.00	  0.00
r_0025	3-methyl-2-oxobutanoate[m] + acetyl-CoA[m] + H2O[m] => 2-isopropylmalate[m] + coenzyme A[m] + H+[m] 	YNL104C	  0.00	1000.00	  0.00
r_0026	4-methylthio-2-oxobutanoate[c] + L-glutamate[c] => 2-oxoglutarate[c] + L-methionine[c] 	YHR208W or YJR148W or YGL202W or YHR137W	  0.00	1000.00	  0.00
r_0027	homocitrate[m] <=> but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m] 	YDR234W	-1000.00	1000.00	  0.00
r_0028	H2O[m] + oxaloacetate[m] + propionyl-CoA[m] => 2-methylcitrate[m] + coenzyme A[m] + H+[m] 	YPR001W	  0.00	1000.00	  0.00
r_0029	(2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] => 4-methyl-2-oxopentanoate[c] + carbon dioxide[c] 		  0.00	1000.00	  0.00
r_0030	(2S)-2-isopropyl-3-oxosuccinate[m] + H+[m] => 4-methyl-2-oxopentanoate[m] + carbon dioxide[m] 		  0.00	1000.00	  0.00
r_0032	adenosine 3',5'-bismonophosphate[c] + H2O[c] => AMP[c] + phosphate[c] 	YOL064C	  0.00	1000.00	  0.00
r_0033	3',5'-cyclic AMP[c] + H2O[c] => AMP[c] + H+[c] 	YGL248W or YOR360C	  0.00	1000.00	  0.00
r_0034	3',5'-cyclic dAMP[c] + H2O[c] => dAMP[c] + H+[c] 	YOR360C	  0.00	1000.00	  0.00
r_0035	3',5'-cyclic IMP[c] + H2O[c] => H+[c] + IMP[c] 	YOR360C	  0.00	1000.00	  0.00
r_0036	3',5'-cyclic GMP[c] + H2O[c] => GMP[c] + H+[c] 	YOR360C	  0.00	1000.00	  0.00
r_0037	3',5'-cyclic CMP[c] + H2O[c] => CMP[c] + H+[c] 	YOR360C	  0.00	1000.00	  0.00
r_0038	D-ribulose 5-phosphate[c] => 2-hydroxy-3-oxobutyl phosphate[c] + formate[c] + H+[c] 	YDR487C	  0.00	1000.00	  0.00
r_0039	3-dehydroquinate[c] => 3-dehydroshikimate[c] + H2O[c] 	YDR127W	  0.00	1000.00	  0.00
r_0040	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] => 3-dehydroquinate[c] + phosphate[c] 	YDR127W	  0.00	1000.00	  0.00
r_0041	3-ketosphinganine[er] + H+[er] + NADPH[er] => NADP(+)[er] + sphinganine[er] 	YBR265W	  0.00	1000.00	  0.00
r_0042	D-erythrose 4-phosphate[c] + H2O[c] + phosphoenolpyruvate[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + phosphate[c] 	YBR249C or YDR035W	  0.00	1000.00	  0.00
r_0043	3-hexaprenyl-4-hydroxybenzoic acid[c] + 0.5 oxygen[c] => 3-hexaprenyl-4,5-dihydroxybenzoic acid[c] 	YPL252C or YDR376W	  0.00	1000.00	  0.00
r_0044	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid[m] + H+[m] => 2-hexaprenyl-6-methoxyphenol[m] + carbon dioxide[m] 	YDR538W and YDR539W	  0.00	1000.00	  0.00
r_0045	3-hydroxy-L-kynurenine[c] + H2O[c] => 3-hydroxyanthranilate[c] + H+[c] + L-alanine[c] 	YLR231C	  0.00	1000.00	  0.00
r_0057	(S)-3-hydroxytetradecanoyl-CoA[p] + NAD[p] => 3-oxotetradecanoyl-CoA[p] + H+[p] + NADH[p] 	YKR009C	  0.00	1000.00	  0.00
r_0058	3-hydroxyanthranilate[c] + oxygen[c] => 2-amino-3-carboxymuconate-6-semialdehyde[c] 	YJR025C	  0.00	1000.00	  0.00
r_0059	(2R,3S)-3-isopropylmalate[c] + S-adenosyl-L-methionine[c] => 3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate[c] + S-adenosyl-L-homocysteine[c] 	YER175C	  0.00	1000.00	  0.00
r_0060	(2R,3S)-3-isopropylmalate[c] <=> 2-isopropylmaleic acid[c] + H2O[c] 	YGL009C	-1000.00	1000.00	  0.00
r_0061	(2R,3S)-3-isopropylmalate[c] + NAD[c] => (2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] + NADH[c] 	YCL018W	  0.00	1000.00	  0.00
r_0062	3-methyl-2-oxobutanoate[c] + H+[c] => carbon dioxide[c] + isobutyraldehyde[c] 	YGR087C or YLR044C or YLR134W	  0.00	1000.00	  0.00
r_0063	3-methyl-2-oxobutanoate[m] + 5,10-methylenetetrahydrofolate[m] + H2O[m] => 2-dehydropantoate[m] + THF[m] 	YBR176W	  0.00	1000.00	  0.00
r_0064	(S)-3-methyl-2-oxopentanoate[c] + H+[c] => 2-methylbutanal[c] + carbon dioxide[c] 	YDL080C or YGR087C or YLR044C or YLR134W	  0.00	1000.00	  0.00
r_0065	3-phosphoshikimic acid[c] + phosphoenolpyruvate[c] => 5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + phosphate[c] 	YDR127W	  0.00	1000.00	  0.00
r_0066	chorismate[c] + L-glutamine[c] => 4-amino-4-deoxychorismate[c] + L-glutamate[c] 	YNR033W	  0.00	1000.00	  0.00
r_0067	4-amino-4-deoxychorismate[c] => 4-aminobenzoate[c] + H+[c] + pyruvate[c] 	YMR289W	  0.00	1000.00	  0.00
r_0068	2-oxoglutarate[c] + gamma-aminobutyrate[c] => L-glutamate[c] + succinic semialdehyde[c] 	YGR019W	  0.00	1000.00	  0.00
r_0069	4-(phosphonooxy)-L-threonine[c] + H2O[c] => 4-hydroxy-L-threonine[c] + phosphate[c] 	YCR053W	  0.00	1000.00	  0.00
r_0070	4-hydroxybenzoyl-CoA[m] + H2O[m] => 4-hydroxybenzoate[m] + coenzyme A[m] + H+[m] 		  0.00	1000.00	  0.00
r_0072	4-methyl-2-oxopentanoate[c] + H+[c] => 3-methylbutanal[c] + carbon dioxide[c] 	YDL080C	  0.00	1000.00	  0.00
r_0073	4-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] => H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c] 	YLR410W or YOR163W	  0.00	1000.00	  0.00
r_0074	4-diphospho-1D-myo-inositol pentakisphosphate[c] + ATP[c] + H+[c] => 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + ADP[c] 	YDR017C	  0.00	1000.00	  0.00
r_0075	5'-S-methyl-5'-thioadenosine[c] + phosphate[c] => adenine[c] + S-methyl-5-thio-alpha-D-ribose 1-phosphate[c] 	YLR017W	  0.00	1000.00	  0.00
r_0076	CMP[c] + H2O[c] => cytidine[c] + phosphate[c] 	YER037W or YGL224C	  0.00	1000.00	  0.00
r_0077	H2O[c] + IMP[c] => inosine[c] + phosphate[c] 	YOR155C	  0.00	1000.00	  0.00
r_0078	H2O[c] + UMP[c] => phosphate[c] + uridine[c] 	YER037W or YGL224C	  0.00	1000.00	  0.00
r_0079	5'-phosphoribosyl-N-formylglycineamide[c] + ATP[c] + H2O[c] + L-glutamine[c] => 5'-phosphoribosyl-N-formylglycineamidine[c] + ADP[c] + H+[c] + L-glutamate[c] + phosphate[c] 	YGR061C	  0.00	1000.00	  0.00
r_0080	5,10-methylenetetrahydrofolate[c] + H+[c] + NADPH[c] => 5-methyltetrahydrofolate[c] + NADP(+)[c] 	(YGL125W and YPL023C) or YGL125W	  0.00	1000.00	  0.00
r_0081	H+[m] + L-glycine[m] + succinyl-CoA[m] => 5-aminolevulinate[m] + carbon dioxide[m] + coenzyme A[m] 	YDR232W	  0.00	1000.00	  0.00
r_0082	5-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] => H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c] 	YOR163W	  0.00	1000.00	  0.00
r_0083	ATP[c] + myo-inositol hexakisphosphate[c] => 5-diphospho-1D-myo-inositol pentakisphosphate[c] + ADP[c] 	YDR017C	  0.00	1000.00	  0.00
r_0084	5-formyltetrahydrofolic acid[c] + ATP[c] => 5,10-methenyl-THF[c] + ADP[c] + phosphate[c] 	YER183C	  0.00	1000.00	  0.00
r_0085	5-methyltetrahydropteroyltri-L-glutamic acid[c] + L-homocysteine[c] => L-methionine[c] + tetrahydropteroyltri-L-glutamic acid[c] 	YER091C	  0.00	1000.00	  0.00
r_0086	S-methyl-5-thio-D-ribulose 1-phosphate[c] => 5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + H2O[c] 	YJR024C	  0.00	1000.00	  0.00
r_0087	S-methyl-5-thio-alpha-D-ribose 1-phosphate[c] <=> S-methyl-5-thio-D-ribulose 1-phosphate[c] 	YPR118W	-1000.00	1000.00	  0.00
r_0088	5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c] <=> 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c] 	YLR410W	-1000.00	1000.00	  0.00
r_0089	5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c] <=> 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c] 	YLR410W	-1000.00	1000.00	  0.00
r_0090	ATP[c] + D-fructose 6-phosphate[c] => ADP[c] + beta-D-fructose 2,6-bisphosphate[c] + H+[c] 	YIL107C or YOL136C	  0.00	1000.00	  0.00
r_0091	6-O-phosphono-D-glucono-1,5-lactone[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c] 	YGR248W or YHR163W	  0.00	1000.00	  0.00
r_0092	6-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] => H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c] 	YLR410W or YOR163W	  0.00	1000.00	  0.00
r_0093	6-diphospho-1D-myo-inositol pentakisphosphate[c] + ATP[c] + H+[c] => 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + ADP[c] 	YDR017C	  0.00	1000.00	  0.00
r_0094	H+[c] + L-alanine[c] + pimeloyl-CoA[c] => 8-amino-7-oxononanoate[c] + carbon dioxide[c] + coenzyme A[c] 		  0.00	1000.00	  0.00
r_0095	2 acetaldehyde[c] => (R)-acetoin[c] 	YGR087C or YLR044C or YLR134W	  0.00	1000.00	  0.00
r_0096	2-acetyllactic acid[m] + H+[m] + NADPH[m] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m] 	YLR355C	  0.00	1000.00	  0.00
r_0097	H+[m] + 2 pyruvate[m] => 2-acetyllactic acid[m] + carbon dioxide[m] 	(YCL009C and YMR108W) or YMR108W	  0.00	1000.00	  0.00
r_0099	acetyl-CoA[m] + ACP1[m] <=> acetyl-ACP[m] + coenzyme A[m] 	YKL192C	-1000.00	1000.00	  0.00
r_0100	3-oxooctadecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + palmitoyl-CoA[p] 	YIL160C	  0.00	1000.00	  0.00
r_0101	3-oxohexacosanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + tetracosanoyl-CoA[p] 	YIL160C	  0.00	1000.00	  0.00
r_0102	3-oxopalmitoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + myristoyl-CoA[p] 	YIL160C	  0.00	1000.00	  0.00
r_0103	2 acetyl-CoA[c] <=> acetoacetyl-CoA[c] + coenzyme A[c] 	YPL028W	-1000.00	1000.00	  0.00
r_0104	2 acetyl-CoA[m] <=> acetoacetyl-CoA[m] + coenzyme A[m] 	YPL028W	-1000.00	1000.00	  0.00
r_0105	3-oxotetradecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + lauroyl-CoA[p] 	YIL160C	  0.00	1000.00	  0.00
r_0106	3-oxodecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + octanoyl-CoA[p] 	YIL160C	  0.00	1000.00	  0.00
r_0107	3-oxolauroyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + decanoyl-CoA[p] 	YIL160C	  0.00	1000.00	  0.00
r_0108	acetyl-CoA[m] + ATP[m] + bicarbonate[m] => ADP[m] + H+[m] + malonyl-CoA[m] + phosphate[m] 	YMR207C	  0.00	1000.00	  0.00
r_0109	acetyl-CoA[c] + ATP[c] + bicarbonate[c] => ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c] 	YDL141W and YNR016C	  0.00	1000.00	  0.00
r_0111	acetyl-CoA[m] + H2O[m] => acetate[m] + coenzyme A[m] + H+[m] 	YBL015W	  0.00	1000.00	  0.00
r_0112	acetate[c] + ATP[c] + coenzyme A[c] => acetyl-CoA[c] + AMP[c] + diphosphate[c] 	YAL054C or YLR153C	  0.00	1000.00	  0.00
r_0113	acetate[m] + ATP[m] + coenzyme A[m] => acetyl-CoA[m] + AMP[m] + diphosphate[m] 	YAL054C	  0.00	1000.00	  0.00
r_0114	acetate[n] + ATP[n] + coenzyme A[n] => acetyl-CoA[n] + AMP[n] + diphosphate[n] 	YLR153C	  0.00	1000.00	  0.00
r_0115	ATP[m] + N-acetyl-L-glutamate[m] => ADP[m] + N-acetyl-L-gamma-glutamyl phosphate[m] 	YER069W	  0.00	1000.00	  0.00
r_0116	FMN[e] + H2O[e] => phosphate[e] + riboflavin[e] 	YBR093C or YAR071W or YBR092C or YHR215W	  0.00	1000.00	  0.00
r_0117	2-methylcitrate[m] <=> (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid[m] 	YPR002W	-1000.00	1000.00	  0.00
r_0118	2-acetamido-5-oxopentanoate[m] + L-glutamate[m] => 2-oxoglutarate[m] + N(2)-acetyl-L-ornithine[m] 	YOL140W	  0.00	1000.00	  0.00
r_0119	coenzyme A[m] + H2O[m] => adenosine 3',5'-bismonophosphate[m] + 2 H+[m] + pantetheine 4'-phosphate[m] 	YPL148C	  0.00	1000.00	  0.00
r_0120	decanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dec-2-enoyl-CoA[p] 	YGL205W	  0.00	1000.00	  0.00
r_0121	lauroyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dodec-2-enoyl-CoA[p] 	YGL205W	  0.00	1000.00	  0.00
r_0122	hexacosanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-hexacos-2-enoyl-CoA[p] 	YGL205W	  0.00	1000.00	  0.00
r_0123	oxygen[p] + palmitoyl-CoA[p] => hexadec-2-enoyl-CoA[p] + hydrogen peroxide[p] 	YGL205W	  0.00	1000.00	  0.00
r_0124	oxygen[p] + stearoyl-CoA[p] => hydrogen peroxide[p] + trans-octadec-2-enoyl-CoA[p] 	YGL205W	  0.00	1000.00	  0.00
r_0125	myristoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-tetradec-2-enoyl-CoA[p] 	YGL205W	  0.00	1000.00	  0.00
r_0126	oleoyl-CoA[erm] + episterol[erm] <=> coenzyme A[erm] + episteryl oleate[erm] 	YCR048W	-1000.00	1000.00	  0.00
r_0127	oleoyl-CoA[erm] + ergosterol[erm] => coenzyme A[erm] + ergosteryl oleate[erm] 	YCR048W or YNR019W	  0.00	1000.00	  0.00
r_0128	oleoyl-CoA[erm] + fecosterol[erm] <=> coenzyme A[erm] + fecosteryl oleate[erm] 	YCR048W	-1000.00	1000.00	  0.00
r_0129	oleoyl-CoA[erm] + lanosterol[erm] => coenzyme A[erm] + lanosteryl oleate[erm] 	YCR048W	  0.00	1000.00	  0.00
r_0130	oleoyl-CoA[erm] + zymosterol[erm] <=> coenzyme A[erm] + zymosteryl oleate[erm] 	YCR048W	-1000.00	1000.00	  0.00
r_0131	palmitoleoyl-CoA(4-)[erm] + episterol[erm] <=> coenzyme A[erm] + episteryl palmitoleate[erm] 	YCR048W	-1000.00	1000.00	  0.00
r_0132	palmitoleoyl-CoA(4-)[erm] + ergosterol[erm] <=> coenzyme A[erm] + ergosteryl palmitoleate[erm] 	YCR048W or YNR019W	-1000.00	1000.00	  0.00
r_0133	palmitoleoyl-CoA(4-)[erm] + fecosterol[erm] <=> coenzyme A[erm] + fecosteryl palmitoleate[erm] 	YCR048W	-1000.00	1000.00	  0.00
r_0134	palmitoleoyl-CoA(4-)[erm] + lanosterol[erm] <=> coenzyme A[erm] + lanosteryl palmitoleate[erm] 	YCR048W	-1000.00	1000.00	  0.00
r_0135	palmitoleoyl-CoA(4-)[erm] + zymosterol[erm] <=> coenzyme A[erm] + zymosteryl palmitoleate[erm] 	YCR048W	-1000.00	1000.00	  0.00
r_0137	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[er] + palmitoyl-CoA[er] <=> 6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + coenzyme A[er] 	YJL091C	-1000.00	1000.00	  0.00
r_0138	adenine[c] + H+[c] + H2O[c] => ammonium[c] + hypoxanthine[c] 	YNL141W	  0.00	1000.00	  0.00
r_0139	adenine[c] + PRPP[c] => AMP[c] + diphosphate[c] 	YDR441C or YML022W	  0.00	1000.00	  0.00
r_0140	adenosine[c] + H+[c] + H2O[c] => ammonium[c] + inosine[c] 	YNL141W	  0.00	1000.00	  0.00
r_0142	adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c] 	YJR105W	  0.00	1000.00	  0.00
r_0143	AMP[c] + H+[c] + H2O[c] => ammonium[c] + IMP[c] 	YML035C	  0.00	1000.00	  0.00
r_0144	H2O[c] + S-adenosyl-L-homocysteine[c] => adenosine[c] + L-homocysteine[c] 	YER043C	  0.00	1000.00	  0.00
r_0145	H+[c] + S-adenosyl-L-methionine[c] => carbon dioxide[c] + S-adenosylmethioninamine[c] 	YOL052C	  0.00	1000.00	  0.00
r_0146	8-amino-7-oxononanoate[c] + S-adenosyl-L-methionine[c] <=> 7,8-diaminononanoate[c] + S-adenosyl-4-methylthio-2-oxobutanoate[c] 	YNR058W	-1000.00	1000.00	  0.00
r_0147	ATP[c] => 3',5'-cyclic AMP[c] + diphosphate[c] 	YJL005W	  0.00	1000.00	  0.00
r_0148	AMP[c] + ATP[c] => 2 ADP[c] 	YDL166C or YDR226W	  0.00	1000.00	  0.00
r_0149	AMP[m] + ATP[m] => 2 ADP[m] 	YER170W	  0.00	1000.00	  0.00
r_0150	AMP[m] + GTP[m] <=> ADP[m] + GDP[m] 	YER170W	-1000.00	1000.00	  0.00
r_0151	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole[c] => AICAR[c] + fumarate[c] 	YLR359W	  0.00	1000.00	  0.00
r_0152	adenylo-succinate[c] <=> AMP[c] + fumarate[c] 	YLR359W	-1000.00	1000.00	  0.00
r_0153	GTP[c] + IMP[c] + L-aspartate[c] => adenylo-succinate[c] + GDP[c] + 2 H+[c] + phosphate[c] 	YNL220W	  0.00	1000.00	  0.00
r_0154	5'-adenylyl sulfate[c] + ATP[c] => 3'-phospho-5'-adenylyl sulfate[c] + ADP[c] + H+[c] 	YKL001C	  0.00	1000.00	  0.00
r_0155	2',3'-cyclic AMP[c] + H2O[c] => adenosine 2'-phosphate[c] + H+[c] 	YGR247W	  0.00	1000.00	  0.00
r_0156	glyoxylate[c] + L-alanine[c] => L-glycine[c] + pyruvate[c] 	YFL030W	  0.00	1000.00	  0.00
r_0157	ATP[c] + L-alanine[c] + tRNA(Ala)[c] => Ala-tRNA(Ala)[c] + AMP[c] + diphosphate[c] 	YOR335C	  0.00	1000.00	  0.00
r_0158	2-methylbutanol[c] + acetyl-CoA[c] => 2-methylbutyl acetate[c] + coenzyme A[c] 	YGR177C or YOR377W	  0.00	1000.00	  0.00
r_0159	acetyl-CoA[c] + ethanol[c] => coenzyme A[c] + ethyl acetate[c] 	YGR177C or YOR377W	  0.00	1000.00	  0.00
r_0160	acetyl-CoA[c] + isoamylol[c] => coenzyme A[c] + isoamyl acetate[c] 	YGR177C or YOR377W	  0.00	1000.00	  0.00
r_0161	acetyl-CoA[c] + isobutanol[c] => coenzyme A[c] + isobutyl acetate[c] 	YGR177C or YOR377W	  0.00	1000.00	  0.00
r_0162	2-phenylethanol[c] + acetyl-CoA[c] => coenzyme A[c] + phenethyl acetate[c] 	YGR177C or YOR377W	  0.00	1000.00	  0.00
r_0163	ethanol[c] + NAD[c] => acetaldehyde[c] + H+[c] + NADH[c] 	YMR303C	  0.00	1000.00	  0.00
r_0164	D-glyceraldehyde[c] + H+[c] + NADPH[c] => glycerol[c] + NADP(+)[c] 	YDR368W or YHR104W	  0.00	1000.00	  0.00
r_0165	acetaldehyde[m] + H+[m] + NADH[m] => ethanol[m] + NAD[m] 	YGL256W or YMR083W	  0.00	1000.00	  0.00
r_0166	2-methylbutanal[c] + H+[c] + NADH[c] => 2-methylbutanol[c] + NAD[c] 	YBR145W or YDL168W or YOL086C	  0.00	1000.00	  0.00
r_0167	2-methylbutanal[m] + H+[m] + NADH[m] => 2-methylbutanol[m] + NAD[m] 	YGL256W or YMR083W	  0.00	1000.00	  0.00
r_0168	2-methylbutanal[c] + H+[c] + NADPH[c] => 2-methylbutanol[c] + NADP(+)[c] 	YCR105W or YDR368W or YMR318C	  0.00	1000.00	  0.00
r_0169	H+[c] + NADH[c] + phenylacetaldehyde[c] => 2-phenylethanol[c] + NAD[c] 	YBR145W or YDL168W or YOL086C	  0.00	1000.00	  0.00
r_0170	H+[m] + NADH[m] + phenylacetaldehyde[m] => 2-phenylethanol[m] + NAD[m] 	YGL256W or YMR083W	  0.00	1000.00	  0.00
r_0171	H+[c] + NADPH[c] + phenylacetaldehyde[c] => 2-phenylethanol[c] + NADP(+)[c] 	YCR105W or YMR318C	  0.00	1000.00	  0.00
r_0172	3-aminopropanal[c] + H2O[c] + NAD[c] => beta-alanine[c] + 2 H+[c] + NADH[c] 	YMR170C or YMR169C	  0.00	1000.00	  0.00
r_0173	acetaldehyde[c] + H2O[c] + NADP(+)[c] => acetate[c] + 2 H+[c] + NADPH[c] 	YPL061W	  0.00	1000.00	  0.00
r_0174	acetaldehyde[m] + H2O[m] + NAD[m] => acetate[m] + 2 H+[m] + NADH[m] 	YOR374W	  0.00	1000.00	  0.00
r_0175	acetaldehyde[m] + H2O[m] + NADP(+)[m] => acetate[m] + 2 H+[m] + NADPH[m] 	YER073W or YOR374W	  0.00	1000.00	  0.00
r_0176	H2O[m] + indol-3-ylacetaldehyde[m] + NAD[m] => 2 H+[m] + indole-3-acetate[m] + NADH[m] 	YOR374W	  0.00	1000.00	  0.00
r_0177	H2O[c] + indol-3-ylacetaldehyde[c] + NADP(+)[c] => 2 H+[c] + indole-3-acetate[c] + NADPH[c] 	YPL061W	  0.00	1000.00	  0.00
r_0178	H2O[m] + indol-3-ylacetaldehyde[m] + NADP(+)[m] => 2 H+[m] + indole-3-acetate[m] + NADPH[m] 	YER073W or YOR374W	  0.00	1000.00	  0.00
r_0179	3-methylbutanal[c] + H+[c] + NADH[c] => isoamylol[c] + NAD[c] 	YBR145W or YDL168W or YOL086C	  0.00	1000.00	  0.00
r_0180	3-methylbutanal[m] + H+[m] + NADH[m] => isoamylol[m] + NAD[m] 	YGL256W or YMR083W	  0.00	1000.00	  0.00
r_0181	3-methylbutanal[c] + H+[c] + NADPH[c] => isoamylol[c] + NADP(+)[c] 	YCR105W or YMR318C	  0.00	1000.00	  0.00
r_0182	H+[c] + isobutyraldehyde[c] + NADH[c] => isobutanol[c] + NAD[c] 	YBR145W or YDL168W or YOL086C	  0.00	1000.00	  0.00
r_0183	H+[m] + isobutyraldehyde[m] + NADH[m] => isobutanol[m] + NAD[m] 	YGL256W or YMR083W	  0.00	1000.00	  0.00
