Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_0491	dihydroxyacetone phosphate[c] + H+[c] + NADH[c] => glycerol 3-phosphate[c] + NAD[c] 	YDL022W or YOL059W	  0.00	1000.00	  0.00
r_0492	dihydroxyacetone phosphate[m] + H+[m] + NADH[m] => glycerol 3-phosphate[m] + NAD[m] 	YOL059W	  0.00	1000.00	  0.00
r_0497	H2O[c] + sn-glycero-3-phosphocholine[c] => choline[c] + glycerol 3-phosphate[c] + H+[c] 	YPL110C	  0.00	1000.00	  0.00
r_0499	10-formyl-THF[c] + 5-phospho-ribosyl-glycineamide[c] => 5'-phosphoribosyl-N-formylglycineamide[c] + H+[c] + THF[c] 	YDR408C	  0.00	1000.00	  0.00
r_0500	coenzyme A[c] + L-2-amino-3-oxobutanoate[c] => acetyl-CoA[c] + L-glycine[c] 		  0.00	1000.00	  0.00
r_0501	L-glycine[m] + NAD[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + carbon dioxide[m] + NADH[m] 	YAL044C and YDR019C and YFL018C and YMR189W	  0.00	1000.00	  0.00
r_0502	L-serine[c] + THF[c] <=> 5,10-methylenetetrahydrofolate[c] + H2O[c] + L-glycine[c] 	YLR058C	-1000.00	1000.00	  0.00
r_0503	L-serine[m] + THF[m] <=> 5,10-methylenetetrahydrofolate[m] + H2O[m] + L-glycine[m] 	YBR263W	-1000.00	1000.00	  0.00
r_0504	H+[m] + L-glycine[m] + lipoamide[m] => carbon dioxide[m] + S(8)-aminomethyldihydrolipoamide[m] 	YAL044C and YDR019C and YFL018C and YMR189W	  0.00	1000.00	  0.00
r_0505	dihydrolipoamide[m] + NAD[m] => H+[m] + lipoamide[m] + NADH[m] 	(YAL044C and YDR019C and YFL018C and YMR189W) or (YDR148C and YFL018C and YIL125W)	  0.00	1000.00	  0.00
r_0506	L-glycine[m] + lipoylprotein[m] => carbon dioxide[m] + S(8)-aminomethyldihydrolipoylprotein[m] 	YAL044C and YDR019C and YFL018C and YMR189W	  0.00	1000.00	  0.00
r_0507	H+[m] + S(8)-aminomethyldihydrolipoylprotein[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoylprotein[m] 	YAL044C and YDR019C and YFL018C and YMR189W	  0.00	1000.00	  0.00
r_0508	dihydrolipoylprotein[m] + NAD[m] => H+[m] + lipoylprotein[m] + NADH[m] 	YAL044C and YDR019C and YFL018C and YMR189W	  0.00	1000.00	  0.00
r_0509	S(8)-aminomethyldihydrolipoamide[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoamide[m] 	YAL044C and YDR019C and YFL018C and YMR189W	  0.00	1000.00	  0.00
r_0510	UDP-D-glucose[c] => glycogen[c] + H+[c] + UDP[c] 	(YFR015C and YJL137C) or (YFR015C and YKR058W) or (YJL137C and YLR258W) or (YKR058W and YLR258W)	  0.00	1000.00	  0.00
r_0511	glycogen[c] + phosphate[c] => D-glucose 1-phosphate[c] 	YPR160W	  0.00	1000.00	  0.00
r_0512	ATP[c] + L-glycine[c] + tRNA(Gly)[c] => AMP[c] + diphosphate[c] + Gly-tRNA(Gly)[c] 	YBR121C or YPR081C	  0.00	1000.00	  0.00
r_0514	ATP[c] + H2O[c] + L-glutamine[c] + xanthosine-5-phosphate[c] => AMP[c] + diphosphate[c] + GMP[c] + 2 H+[c] + L-glutamate[c] 	YMR217W	  0.00	1000.00	  0.00
r_0518	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[er] + H2O[er] <=> 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[er] + acetate[er] + H+[er] 	YMR281W	-1000.00	1000.00	  0.00
r_0519	6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + dolichyl D-mannosyl phosphate[er] <=> 6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + dolichyl phosphate[er] 	YCL052C and YJR013W	-1000.00	1000.00	  0.00
r_0520	6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + phosphatidylethanolamine backbone[er] <=> 6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] 	YKL165C	-1000.00	1000.00	  0.00
r_0521	6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + dolichyl D-mannosyl phosphate[er] <=> 6-O-{alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + dolichyl phosphate[er] 	YBR004C	-1000.00	1000.00	  0.00
r_0522	6-O-{alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + dolichyl D-mannosyl phosphate[er] <=> 6-O-{alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] 	YGL142C	-1000.00	1000.00	  0.00
r_0523	6-O-{alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + phosphatidylethanolamine backbone[er] <=> 6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1->4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + diglyceride backbone[er] 	YDR302W or YLL031C	-1000.00	1000.00	  0.00
r_0524	GTP[c] + H2O[c] => 7,8-dihydroneopterin 3'-triphosphate[c] + formate[c] + H+[c] 	YGR267C	  0.00	1000.00	  0.00
r_0525	GTP[c] + 3 H2O[c] => 2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine[c] + diphosphate[c] + formate[c] + 2 H+[c] 	YBL033C	  0.00	1000.00	  0.00
r_0526	guanine[c] + H+[c] + H2O[c] => 9H-xanthine[c] + ammonium[c] 	YDL238C	  0.00	1000.00	  0.00
r_0527	guanine[c] + PRPP[c] => diphosphate[c] + GMP[c] 	YDR399W	  0.00	1000.00	  0.00
r_0528	ATP[c] + GMP[c] => ADP[c] + GDP[c] 	YDR454C	  0.00	1000.00	  0.00
r_0529	dATP[c] + GMP[c] <=> dADP[c] + GDP[c] 	YDR454C	-1000.00	1000.00	  0.00
r_0530	heme o[m] + NADH[m] + oxygen[m] => H2O[m] + heme a[m] + NAD[m] 	YER141W or (YDR376W and YPL252C)	  0.00	1000.00	  0.00
r_0531	farnesyl diphosphate[m] + ferroheme b[m] + H2O[m] => diphosphate[m] + heme o[m] 	YPL172C	  0.00	1000.00	  0.00
r_0532	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-methionine[m] => S-adenosyl-L-homocysteine[m] + ubiquinol-6[m] 	YDR204W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C	  0.00	1000.00	  0.00
r_0533	ATP[c] + D-fructose[c] => ADP[c] + D-fructose 6-phosphate[c] + H+[c] 	YLR446W or YFR053C or YGL253W	  0.00	1000.00	  0.00
r_0534	ATP[c] + D-glucose[c] => ADP[c] + D-glucose 6-phosphate[c] + H+[c] 	YLR446W or YCL040W or YFR053C or YGL253W or YDR516C	  0.00	1000.00	  0.00
r_0535	ATP[c] + D-mannose[c] => ADP[c] + D-mannose 6-phosphate[c] + H+[c] 	YLR446W or YFR053C or YGL253W	  0.00	1000.00	  0.00
r_0536	H2O[c] + L-histidinol[c] + 2 NAD[c] => 3 H+[c] + L-histidine[c] + 2 NADH[c] 	YCL030C	  0.00	1000.00	  0.00
r_0537	H2O[c] + L-histidinol phosphate[c] => L-histidinol[c] + phosphate[c] 	YFR025C	  0.00	1000.00	  0.00
r_0538	3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + L-glutamate[c] => 2-oxoglutarate[c] + L-histidinol phosphate[c] 	YIL116W	  0.00	1000.00	  0.00
r_0539	ATP[c] + L-histidine[c] + tRNA(His)[c] => AMP[c] + diphosphate[c] + His-tRNA(His)[c] 	YPR033C	  0.00	1000.00	  0.00
r_0540	ATP[m] + L-histidine[m] + tRNA(His)[m] => AMP[m] + diphosphate[m] + His-tRNA(His)[m] 	YPR033C	  0.00	1000.00	  0.00
r_0541	L-histidine[c] + S-adenosyl-L-methionine[c] => H+[c] + N(pros)-methyl-L-histidine[c] + S-adenosyl-L-homocysteine[c] 	YBR034C	  0.00	1000.00	  0.00
r_0542	but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m] <=> homoisocitrate[m] 	YJL200C or YDR234W	-1000.00	1000.00	  0.00
r_0543	2-oxoglutarate[n] + acetyl-CoA[n] + H2O[n] => coenzyme A[n] + H+[n] + homocitrate[n] 	YDL131W or YDL182W	  0.00	1000.00	  0.00
r_0544	L-homocysteine[c] + S-adenosyl-L-methionine[c] => H+[c] + L-methionine[c] + S-adenosyl-L-homocysteine[c] 	YLL062C or YPL273W	  0.00	1000.00	  0.00
r_0545	homoisocitrate[m] + NAD[m] => 2-oxoadipic acid[m] + carbon dioxide[m] + NADH[m] 	YIL094C	  0.00	1000.00	  0.00
r_0546	H+[c] + L-aspartate 4-semialdehyde[c] + NADH[c] => L-homoserine[c] + NAD[c] 	YJR139C	  0.00	1000.00	  0.00
r_0547	H+[c] + L-aspartate 4-semialdehyde[c] + NADPH[c] => L-homoserine[c] + NADP(+)[c] 	YJR139C	  0.00	1000.00	  0.00
r_0548	ATP[c] + L-homoserine[c] => ADP[c] + H+[c] + O-phospho-L-homoserine[c] 	YHR025W	  0.00	1000.00	  0.00
r_0549	acetyl-CoA[c] + L-homoserine[c] => coenzyme A[c] + O-acetyl-L-homoserine[c] 	YNL277W	  0.00	1000.00	  0.00
r_0550	H+[c] + hydrogen peroxide[c] + TRX1[c] => 2 H2O[c] + TRX1 disulphide[c] 	(YDR453C and YGR209C) or (YDR453C and YLR043C)	  0.00	1000.00	  0.00
r_0551	H+[m] + hydrogen peroxide[m] + TRX1[m] => 2 H2O[m] + TRX1 disulphide[m] 	YBL064C and YCR083W	  0.00	1000.00	  0.00
r_0552	H+[p] + hydrogen peroxide[p] + TRX1[p] => 2 H2O[p] + TRX1 disulphide[p] 	(YGR209C and YLR109W) or (YLR043C and YLR109W)	  0.00	1000.00	  0.00
r_0553	(R)-S-lactoylglutathione[c] + H2O[c] => (R)-lactate[c] + glutathione[c] + H+[c] 	YDR272W	  0.00	1000.00	  0.00
r_0554	(R)-S-lactoylglutathione[m] + H2O[m] => (R)-lactate[m] + glutathione[m] + H+[m] 	YOR040W	  0.00	1000.00	  0.00
r_0555	4-hydroxybenzoate[m] + hexaprenyl diphosphate[m] => 3-hexaprenyl-4-hydroxybenzoic acid[m] + diphosphate[m] 	YNR041C	  0.00	1000.00	  0.00
r_0556	5-(2-hydroxyethyl)-4-methylthiazole[c] + ATP[c] => 4-methyl-5-(2-phosphonooxyethyl)thiazole[c] + ADP[c] + H+[c] 	YPL214C	  0.00	1000.00	  0.00
r_0557	H2O[c] + 4 porphobilinogen[c] => 4 ammonium[c] + preuroporphyrinogen[c] 	YDL205C	  0.00	1000.00	  0.00
r_0558	3-hydroxy-3-methylglutaryl-CoA[c] + 2 H+[c] + 2 NADPH[c] => (R)-mevalonate[c] + coenzyme A[c] + 2 NADP(+)[c] 	YLR450W or YML075C	  0.00	1000.00	  0.00
r_0560	acetoacetyl-CoA[m] + acetyl-CoA[m] + H2O[m] => 3-hydroxy-3-methylglutaryl-CoA[m] + coenzyme A[m] + H+[m] 	YML126C	  0.00	1000.00	  0.00
r_0561	4-amino-5-hydroxymethyl-2-methylpyrimidine[c] + ATP[c] => 4-amino-2-methyl-5-phosphomethylpyrimidine[c] + ADP[c] + H+[c] 	YOL055C or YPL258C or YPR121W	  0.00	1000.00	  0.00
r_0562	hypoxanthine[c] + PRPP[c] => diphosphate[c] + IMP[c] 	YDR399W	  0.00	1000.00	  0.00
r_0563	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide[c] + L-glutamine[c] => AICAR[c] + D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] + H+[c] + L-glutamate[c] 	YBR248C	  0.00	1000.00	  0.00
r_0564	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] => 3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + H2O[c] 	YOR202W	  0.00	1000.00	  0.00
r_0565	H2O[c] + IMP[c] + NAD[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c] 	YHR216W or YLR432W or YML056C	  0.00	1000.00	  0.00
r_0566	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] + H+[c] => 1-C-(indol-3-yl)glycerol 3-phosphate[c] + carbon dioxide[c] + H2O[c] 	YKL211C	  0.00	1000.00	  0.00
r_0567	H+[c] + indole-3-pyruvate[c] => carbon dioxide[c] + indol-3-ylacetaldehyde[c] 	YGR087C or YLR044C or YLR134W	  0.00	1000.00	  0.00
r_0568	diphosphate[c] + H2O[c] => H+[c] + 2 phosphate[c] 	YBR011C	  0.00	1000.00	  0.00
r_0569	diphosphate[m] + H2O[m] => H+[m] + 2 phosphate[m] 	YMR267W	  0.00	1000.00	  0.00
r_0570	phosphoribosyl-formamido-carboxamide[c] <=> H2O[c] + IMP[c] 	YLR028C or YMR120C	-1000.00	1000.00	  0.00
r_0571	ATP[n] + myo-inositol 1,3,4,5,6-pentakisphosphate[n] => ADP[n] + H+[n] + myo-inositol hexakisphosphate[n] 	YDR315C	  0.00	1000.00	  0.00
r_0572	1D-myo-inositol 1,3,4,5-tetrakisphosphate[n] + ATP[n] => ADP[n] + H+[n] + myo-inositol 1,3,4,5,6-pentakisphosphate[n] 	YDR173C	  0.00	1000.00	  0.00
r_0573	1D-myo-inositol 1,4,5,6-tetrakisphosphate[n] + ATP[n] => ADP[n] + H+[n] + myo-inositol 1,3,4,5,6-pentakisphosphate[n] 	YDR173C	  0.00	1000.00	  0.00
r_0574	1D-myo-inositol 1,4,5-trisphosphate[n] + ATP[n] => 1D-myo-inositol 1,4,5,6-tetrakisphosphate[n] + ADP[n] + H+[n] 	YDR173C	  0.00	1000.00	  0.00
r_0575	1D-myo-inositol 1,4,5-trisphosphate[n] + ATP[n] => 1D-myo-inositol 1,3,4,5-tetrakisphosphate[n] + ADP[n] + H+[n] 	YDR173C	  0.00	1000.00	  0.00
r_0596	H2O[er] + mannosylinositol phosphorylceramide A (C24)[er] => ceramide-1 (C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0597	H2O[er] + mannosylinositol phosphorylceramide A (C26)[er] => ceramide-1 (C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0598	H2O[er] + mannosylinositol phosphorylceramide B' (C24)[er] => ceramide-2' (C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0599	H2O[er] + mannosylinositol phosphorylceramide B' (C26)[er] => ceramide-2' (C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0600	H2O[er] + mannosylinositol phosphorylceramide B (C24)[er] => ceramide-2 (C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0601	H2O[er] + mannosylinositol phosphorylceramide B (C26)[er] => ceramide-2 (C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0602	H2O[er] + mannosylinositol phosphorylceramide C (C24)[er] => ceramide-3 (C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0603	H2O[er] + mannosylinositol phosphorylceramide C (C26)[er] => ceramide-3 (C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0604	H2O[er] + mannosylinositol phosphorylceramide D (C24)[er] => ceramide-4 (C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0605	H2O[er] + mannosylinositol phosphorylceramide D (C26)[er] => ceramide-4 (C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YER019W	  0.00	1000.00	  0.00
r_0606	H2O[er] + inositol phosphomannosylinositol phosphoceramide A (C24)[er] => ceramide-1 (C24)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0607	H2O[er] + inositol phosphomannosylinositol phosphoceramide A (C26)[er] => ceramide-1 (C26)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0608	H2O[er] + inositol phosphomannosylinositol phosphoceramide B' (C24)[er] => ceramide-2' (C24)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0609	H2O[er] + inositol phosphomannosylinositol phosphoceramide B' (C26)[er] => ceramide-2' (C26)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0610	H2O[er] + inositol phosphomannosylinositol phosphoceramide B (C24)[er] => ceramide-2 (C24)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0611	H2O[er] + inositol phosphomannosylinositol phosphoceramide B (C26)[er] => ceramide-2 (C26)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0612	H2O[er] + inositol phosphomannosylinositol phosphoceramide C (C24)[er] => ceramide-3 (C24)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0613	H2O[er] + inositol phosphomannosylinositol phosphoceramide C (C26)[er] => ceramide-3 (C26)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0614	H2O[er] + inositol phosphomannosylinositol phosphoceramide D (C24)[er] => ceramide-4 (C24)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0615	H2O[er] + inositol phosphomannosylinositol phosphoceramide D (C26)[er] => ceramide-4 (C26)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YER019W	  0.00	1000.00	  0.00
r_0616	H2O[m] + inositol-P-ceramide A (C24)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-1 (C24)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0617	H2O[m] + inositol-P-ceramide A (C26)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-1 (C26)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0618	H2O[m] + inositol-P-ceramide B' (C24)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-2' (C24)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0619	H2O[m] + inositol-P-ceramide B' (C26)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-2' (C26)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0620	H2O[m] + inositol-P-ceramide B (C24)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-2 (C24)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0621	H2O[m] + inositol-P-ceramide B (C26)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-2 (C26)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0622	H2O[m] + inositol-P-ceramide C (C24)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-3 (C24)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0623	H2O[m] + inositol-P-ceramide C (C26)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-3 (C26)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0624	H2O[m] + inositol-P-ceramide D (C24)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-4 (C24)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0625	H2O[m] + inositol-P-ceramide D (C26)[m] => 1D-myo-inositol 3-phosphate[m] + ceramide-4 (C26)[m] + 2 H+[m] 	YER019W	  0.00	1000.00	  0.00
r_0626	H2O[m] + mannosylinositol phosphorylceramide A (C24)[m] => ceramide-1 (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0627	H2O[m] + mannosylinositol phosphorylceramide A (C26)[m] => ceramide-1 (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0628	H2O[m] + mannosylinositol phosphorylceramide B' (C24)[m] => ceramide-2' (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0629	H2O[m] + mannosylinositol phosphorylceramide B' (C26)[m] => ceramide-2' (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0630	H2O[m] + mannosylinositol phosphorylceramide B (C24)[m] => ceramide-2 (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0631	H2O[m] + mannosylinositol phosphorylceramide B (C26)[m] => ceramide-2 (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0632	H2O[m] + mannosylinositol phosphorylceramide C (C24)[m] => ceramide-3 (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0633	H2O[m] + mannosylinositol phosphorylceramide C (C26)[m] => ceramide-3 (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0634	H2O[m] + mannosylinositol phosphorylceramide D (C24)[m] => ceramide-4 (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0635	H2O[m] + mannosylinositol phosphorylceramide D (C26)[m] => ceramide-4 (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m] 	YER019W	  0.00	1000.00	  0.00
r_0636	H2O[m] + inositol phosphomannosylinositol phosphoceramide A (C24)[m] => ceramide-1 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0637	H2O[m] + inositol phosphomannosylinositol phosphoceramide A (C26)[m] => ceramide-1 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0638	H2O[m] + inositol phosphomannosylinositol phosphoceramide B' (C24)[m] => ceramide-2' (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0639	H2O[m] + inositol phosphomannosylinositol phosphoceramide B' (C26)[m] => ceramide-2' (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0640	H2O[m] + inositol phosphomannosylinositol phosphoceramide B (C24)[m] => ceramide-2 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0641	H2O[m] + inositol phosphomannosylinositol phosphoceramide B (C26)[m] => ceramide-2 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0642	H2O[m] + inositol phosphomannosylinositol phosphoceramide C (C24)[m] => ceramide-3 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0643	H2O[m] + inositol phosphomannosylinositol phosphoceramide C (C26)[m] => ceramide-3 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0644	H2O[m] + inositol phosphomannosylinositol phosphoceramide D (C24)[m] => ceramide-4 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0645	H2O[m] + inositol phosphomannosylinositol phosphoceramide D (C26)[m] => ceramide-4 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m] 	YER019W	  0.00	1000.00	  0.00
r_0646	H2O[er] + inositol-P-ceramide A (C24)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C24)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0647	H2O[er] + inositol-P-ceramide A (C26)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C26)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0648	H2O[er] + inositol-P-ceramide B' (C24)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-2' (C24)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0649	H2O[er] + inositol-P-ceramide B' (C26)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-2' (C26)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0650	H2O[er] + inositol-P-ceramide B (C24)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-2 (C24)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0651	H2O[er] + inositol-P-ceramide B (C26)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-2 (C26)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0652	H2O[er] + inositol-P-ceramide C (C24)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-3 (C24)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0653	H2O[er] + inositol-P-ceramide C (C26)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-3 (C26)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0654	H2O[er] + inositol-P-ceramide D (C24)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-4 (C24)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0655	H2O[er] + inositol-P-ceramide D (C26)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-4 (C26)[er] + 2 H+[er] 	YER019W	  0.00	1000.00	  0.00
r_0656	H2O[c] + isoamyl acetate[c] => acetate[c] + H+[c] + isoamylol[c] 	YOR126C	  0.00	1000.00	  0.00
r_0657	H2O[c] + isobutyl acetate[c] => acetate[c] + H+[c] + isobutanol[c] 	YOR126C	  0.00	1000.00	  0.00
r_0658	isocitrate[m] + NAD[m] => 2-oxoglutarate[m] + carbon dioxide[m] + NADH[m] 	YNL037C and YOR136W	  0.00	1000.00	  0.00
r_0659	isocitrate[c] + NADP(+)[c] <=> 2-oxoglutarate[c] + carbon dioxide[c] + NADPH[c] 	YLR174W	-1000.00	1000.00	  0.00
